text,sentence,document_id,true_label,pred_label,anomaly_score,category
jednotku,[Context Not Available],gold_doc_0385,0,0,-0.707517294333222,TN
Opravdu,[Context Not Available],gold_doc_0077,0,0,-0.7106407721523738,TN
ANO,[Context Not Available],gold_doc_0280,0,0,-0.7145969390594971,TN
tu,[Context Not Available],gold_doc_0077,0,0,-0.714796018837319,TN
práce,[Context Not Available],gold_doc_0014,0,0,-0.7266621333315442,TN
nelegálně,[Context Not Available],gold_doc_0327,0,0,-0.737253924171597,TN
podobných,[Context Not Available],gold_doc_0243,0,0,-0.7375406678251899,TN
specialistů,[Context Not Available],gold_doc_0371,0,0,-0.7414512442129428,TN
Tento,[Context Not Available],gold_doc_0304,0,0,-0.7514918777908761,TN
spolupráci,[Context Not Available],gold_doc_0242,0,0,-0.7723554729780382,TN
.,[Context Not Available],gold_doc_0430,0,0,-0.7742461929365945,TN
terapie,[Context Not Available],gold_doc_0392,0,0,-0.7792268560682274,TN
spisy,[Context Not Available],gold_doc_0106,0,0,-0.787265917054949,TN
V,[Context Not Available],gold_doc_0230,0,0,-0.7876369929881157,TN
alarmující,[Context Not Available],gold_doc_0014,1,0,-0.7886542556208234,FN
vypadá,[Context Not Available],gold_doc_0031,0,0,-0.7936895475026091,TN
Plán,[Context Not Available],gold_doc_0246,0,0,-0.8000848049493534,TN
sto,[Context Not Available],gold_doc_0071,0,0,-0.8065229431776189,TN
.,[Context Not Available],gold_doc_0010,0,0,-0.8164039021252911,TN
není,[Context Not Available],gold_doc_0495,0,0,-0.8171268244894385,TN
",",[Context Not Available],gold_doc_0077,0,0,-0.8201794616779203,TN
roku,[Context Not Available],gold_doc_0246,0,0,-0.824607329371613,TN
sezóny,[Context Not Available],gold_doc_0388,0,0,-0.828232995970037,TN
od,[Context Not Available],gold_doc_0295,0,0,-0.8356991519790888,TN
zlom,[Context Not Available],gold_doc_0339,1,0,-0.8546020395659752,FN
je,[Context Not Available],gold_doc_0421,0,0,-0.8553095326903168,TN
označit,[Context Not Available],gold_doc_0044,0,0,-0.8695612900896386,TN
nákladní,[Context Not Available],gold_doc_0174,0,0,-0.8753732205445068,TN
náměstím,[Context Not Available],gold_doc_0415,0,0,-0.879332049679757,TN
strany,[Context Not Available],gold_doc_0217,0,0,-0.8812641628676054,TN
1500,[Context Not Available],gold_doc_0159,0,0,-0.8981866228931104,TN
pouze,[Context Not Available],gold_doc_0078,0,0,-0.9002996553873928,TN
měl,[Context Not Available],gold_doc_0138,0,0,-0.9157151286974639,TN
průběhu,[Context Not Available],gold_doc_0201,0,0,-0.9244076832298305,TN
Nový,[Context Not Available],gold_doc_0305,0,0,-0.9252137434766965,TN
ale,[Context Not Available],gold_doc_0495,0,0,-0.9322300373507844,TN
večer,[Context Not Available],gold_doc_0085,0,0,-0.9335658713340038,TN
A,[Context Not Available],gold_doc_0078,0,0,-0.9344075569537793,TN
pouze,[Context Not Available],gold_doc_0317,0,0,-0.9448434275376094,TN
Státní,[Context Not Available],gold_doc_0242,0,0,-0.9491612194807395,TN
jsou,[Context Not Available],gold_doc_0421,0,0,-0.9548988791259418,TN
osobních,[Context Not Available],gold_doc_0174,0,0,-0.957161823470269,TN
",",[Context Not Available],gold_doc_0078,0,0,-0.9574909754399172,TN
.,[Context Not Available],gold_doc_0011,0,0,-0.9610763429403129,TN
pět,[Context Not Available],gold_doc_0073,0,0,-0.9649278954436298,TN
papírů,[Context Not Available],gold_doc_0155,0,0,-0.9662140986860592,TN
jaký,[Context Not Available],gold_doc_0085,0,0,-0.9677393465730972,TN
spotřebitele,[Context Not Available],gold_doc_0353,0,0,-0.9790374031211257,TN
omluvit,[Context Not Available],gold_doc_0143,0,0,-0.9792917672701087,TN
150,[Context Not Available],gold_doc_0295,0,0,-0.9879580523999216,TN
bankrotu,[Context Not Available],gold_doc_0334,0,0,-1.0032382114031826,TN
Tento,[Context Not Available],gold_doc_0041,0,0,-1.0048580258976791,TN
zájemců,[Context Not Available],gold_doc_0073,0,0,-1.005927057195656,TN
o,[Context Not Available],gold_doc_0077,0,0,-1.0074827539673876,TN
výraz,[Context Not Available],gold_doc_0143,0,0,-1.009960745618919,TN
obnovu,[Context Not Available],gold_doc_0264,0,0,-1.012757730169902,TN
Za,[Context Not Available],gold_doc_0375,0,0,-1.0154397415691143,TN
.,[Context Not Available],gold_doc_0216,0,0,-1.0229739365684978,TN
v,[Context Not Available],gold_doc_0143,0,0,-1.0258684447124544,TN
ze,[Context Not Available],gold_doc_0041,0,0,-1.0299105459388969,TN
procenta,[Context Not Available],gold_doc_0155,0,0,-1.0399086308511727,TN
Dánsko,[Context Not Available],gold_doc_0080,0,0,-1.0399797469619507,TN
to,[Context Not Available],gold_doc_0375,1,0,-1.042869836792132,FN
obchodního,[Context Not Available],gold_doc_0155,0,0,-1.045107399319292,TN
nádrží,[Context Not Available],gold_doc_0430,0,0,-1.0473721447794588,TN
poklesla,[Context Not Available],gold_doc_0155,0,0,-1.050227909670344,TN
terapie,[Context Not Available],gold_doc_0192,0,0,-1.0552729614735767,TN
20,[Context Not Available],gold_doc_0180,0,0,-1.056017714733251,TN
koupání,[Context Not Available],gold_doc_0430,0,0,-1.0599342209534584,TN
průměru,[Context Not Available],gold_doc_0210,0,0,-1.0631271635306092,TN
novému,[Context Not Available],gold_doc_0168,0,0,-1.0644894176533235,TN
strojů,[Context Not Available],gold_doc_0357,0,0,-1.0671417290021026,TN
Nové,[Context Not Available],gold_doc_0122,0,0,-1.0757859883791632,TN
Je,[Context Not Available],gold_doc_0491,0,0,-1.0783051504509906,TN
studie,[Context Not Available],gold_doc_0392,0,0,-1.0807424616223251,TN
Babiš,[Context Not Available],gold_doc_0045,0,0,-1.0950095590663658,TN
jeskyní,[Context Not Available],gold_doc_0244,0,0,-1.106985489434333,TN
pod,[Context Not Available],gold_doc_0281,0,0,-1.1221930713619273,TN
tání,[Context Not Available],gold_doc_0361,0,0,-1.1244537407903827,TN
žen,[Context Not Available],gold_doc_0210,0,0,-1.1283642396557099,TN
.,[Context Not Available],gold_doc_0143,0,0,-1.132929160519506,TN
se,[Context Not Available],gold_doc_0143,0,0,-1.1338609812288993,TN
v,[Context Not Available],gold_doc_0405,0,0,-1.1379659311400054,TN
měření,[Context Not Available],gold_doc_0361,0,0,-1.1406001615696688,TN
nočního,[Context Not Available],gold_doc_0320,0,0,-1.146090333797197,TN
turistů,[Context Not Available],gold_doc_0464,0,0,-1.1474816800626506,TN
hodnotě,[Context Not Available],gold_doc_0165,0,0,-1.1493216361336565,TN
.,[Context Not Available],gold_doc_0305,0,0,-1.1589559487900871,TN
je,[Context Not Available],gold_doc_0007,0,0,-1.16032888888477,TN
regionech,[Context Not Available],gold_doc_0014,0,0,-1.1787939825307774,TN
zpracování,[Context Not Available],gold_doc_0216,0,0,-1.1821593040174712,TN
dvaceti,[Context Not Available],gold_doc_0371,0,0,-1.1858607657588216,TN
vyhlášení,[Context Not Available],gold_doc_0059,0,0,-1.1869514343041132,TN
Praze,[Context Not Available],gold_doc_0291,0,0,-1.1953291865988938,TN
populaci,[Context Not Available],gold_doc_0304,0,0,-1.2004600490153727,TN
Václavské,[Context Not Available],gold_doc_0502,0,0,-1.2028362820751646,TN
nalezeny,[Context Not Available],gold_doc_0121,0,0,-1.207829719078262,TN
život,[Context Not Available],gold_doc_0106,0,0,-1.2193510636510005,TN
Za,[Context Not Available],gold_doc_0431,0,0,-1.223461052987627,TN
pokuta,[Context Not Available],gold_doc_0431,0,0,-1.2243667749605578,TN
doby,[Context Not Available],gold_doc_0295,0,0,-1.2336060655247216,TN
nachází,[Context Not Available],gold_doc_0415,0,0,-1.2336825948305687,TN
procenta,[Context Not Available],gold_doc_0215,0,0,-1.2365418792268486,TN
meziročně,[Context Not Available],gold_doc_0329,0,0,-1.2445393876094073,TN
a,[Context Not Available],gold_doc_0210,0,0,-1.2459146662622977,TN
bojovat,[Context Not Available],gold_doc_0138,0,0,-1.2567324654052676,TN
trvající,[Context Not Available],gold_doc_0237,0,0,-1.2629088615599358,TN
na,[Context Not Available],gold_doc_0143,0,0,-1.2674333632375827,TN
",",[Context Not Available],gold_doc_0143,0,0,-1.2705271465329417,TN
o,[Context Not Available],gold_doc_0389,0,0,-1.271983514762379,TN
základy,[Context Not Available],gold_doc_0378,0,0,-1.281333139369206,TN
svatého,[Context Not Available],gold_doc_0195,0,0,-1.2829893243144568,TN
speciální,[Context Not Available],gold_doc_0385,0,0,-1.2831075939671024,TN
.,[Context Not Available],gold_doc_0389,0,0,-1.286034546967489,TN
.,[Context Not Available],gold_doc_0357,0,0,-1.2915982437921976,TN
tváře,[Context Not Available],gold_doc_0059,1,0,-1.2959599847334644,FN
pondělí,[Context Not Available],gold_doc_0276,0,0,-1.2967083151758274,TN
pracovním,[Context Not Available],gold_doc_0495,0,0,-1.3055152654872302,TN
asi,[Context Not Available],gold_doc_0071,1,0,-1.3060571981055595,FN
SS,[Context Not Available],gold_doc_0230,0,0,-1.3066559059694107,TN
Labi,[Context Not Available],gold_doc_0389,0,0,-1.3077973363814834,TN
.,[Context Not Available],gold_doc_0242,0,0,-1.3094278093316234,TN
",",[Context Not Available],gold_doc_0155,0,0,-1.3169757762485972,TN
ze,[Context Not Available],gold_doc_0217,0,0,-1.3186766558756098,TN
450,[Context Not Available],gold_doc_0370,0,0,-1.320944858044598,TN
.,[Context Not Available],gold_doc_0042,0,0,-1.326379397919343,TN
deset,[Context Not Available],gold_doc_0216,0,0,-1.3277693382166262,TN
za,[Context Not Available],gold_doc_0143,0,0,-1.329650178099154,TN
4,[Context Not Available],gold_doc_0166,0,0,-1.3350486676332878,TN
celou,[Context Not Available],gold_doc_0073,0,0,-1.3430546978798468,TN
odborníků,[Context Not Available],gold_doc_0371,0,0,-1.3442349579935708,TN
hodnotě,[Context Not Available],gold_doc_0291,0,0,-1.351547316996914,TN
.,[Context Not Available],gold_doc_0059,0,0,-1.3570131722864573,TN
slouží,[Context Not Available],gold_doc_0228,0,0,-1.3570802457201836,TN
pracovních,[Context Not Available],gold_doc_0165,0,0,-1.3583687909086741,TN
sousedních,[Context Not Available],gold_doc_0205,0,0,-1.3709803016604667,TN
o,[Context Not Available],gold_doc_0216,0,0,-1.3719047524355972,TN
díla,[Context Not Available],gold_doc_0295,0,0,-1.373016197152598,TN
4,[Context Not Available],gold_doc_0287,0,0,-1.3765224183649991,TN
tu,[Context Not Available],gold_doc_0122,0,0,-1.3775141364125751,TN
známém,[Context Not Available],gold_doc_0517,0,0,-1.3783796659283745,TN
minulosti,[Context Not Available],gold_doc_0313,0,0,-1.3835911303383774,TN
i,[Context Not Available],gold_doc_0280,0,0,-1.3857109284737916,TN
.,[Context Not Available],gold_doc_0210,0,0,-1.3860799317680588,TN
dní,[Context Not Available],gold_doc_0216,0,0,-1.3894548589165794,TN
neděli,[Context Not Available],gold_doc_0085,0,0,-1.3925640311384342,TN
to,[Context Not Available],gold_doc_0491,0,0,-1.3948001693984473,TN
.,[Context Not Available],gold_doc_0353,0,0,-1.395417288942891,TN
.,[Context Not Available],gold_doc_0007,0,0,-1.3989169519041198,TN
.,[Context Not Available],gold_doc_0003,0,0,-1.399453694175115,TN
hlavní,[Context Not Available],gold_doc_0077,0,0,-1.4038734575133986,TN
dopravy,[Context Not Available],gold_doc_0174,0,0,-1.406305399626568,TN
.,[Context Not Available],gold_doc_0264,0,0,-1.407708452152189,TN
růst,[Context Not Available],gold_doc_0011,0,0,-1.4174677076748843,TN
té,[Context Not Available],gold_doc_0371,1,0,-1.4274830839718646,FN
ANO,[Context Not Available],gold_doc_0059,0,0,-1.4276159982297507,TN
tisíc,[Context Not Available],gold_doc_0159,0,0,-1.4276292610203996,TN
let,[Context Not Available],gold_doc_0237,0,0,-1.437296297597971,TN
začátku,[Context Not Available],gold_doc_0388,0,0,-1.4380330116948663,TN
důležitých,[Context Not Available],gold_doc_0317,0,0,-1.4389310247700031,TN
které,[Context Not Available],gold_doc_0121,0,0,-1.441597308225404,TN
z,[Context Not Available],gold_doc_0243,0,0,-1.4424412033722582,TN
úřadě,[Context Not Available],gold_doc_0495,0,0,-1.4480047051299927,TN
vozidel,[Context Not Available],gold_doc_0174,0,0,-1.453509745373335,TN
.,[Context Not Available],gold_doc_0159,0,0,-1.457245490026576,TN
.,[Context Not Available],gold_doc_0056,0,0,-1.4589525507857601,TN
ale,[Context Not Available],gold_doc_0031,0,0,-1.461251113173283,TN
Stále,[Context Not Available],gold_doc_0084,0,0,-1.4623317532380504,TN
znamenají,[Context Not Available],gold_doc_0339,0,0,-1.4654775590070876,TN
uvolnění,[Context Not Available],gold_doc_0388,0,0,-1.4661047639817717,TN
uzavřelo,[Context Not Available],gold_doc_0242,0,0,-1.4682901138357458,TN
.,[Context Not Available],gold_doc_0502,0,0,-1.4685090847213687,TN
a,[Context Not Available],gold_doc_0338,0,0,-1.4705001959971682,TN
.,[Context Not Available],gold_doc_0287,0,0,-1.4717112151553238,TN
pod,[Context Not Available],gold_doc_0415,0,0,-1.4742093931959737,TN
.,[Context Not Available],gold_doc_0385,0,0,-1.4750363320929658,TN
který,[Context Not Available],gold_doc_0080,0,0,-1.4751379917633507,TN
země,[Context Not Available],gold_doc_0339,0,0,-1.4758677458527636,TN
milionů,[Context Not Available],gold_doc_0165,0,0,-1.4759876544968193,TN
na,[Context Not Available],gold_doc_0431,0,0,-1.476797339221445,TN
vozidlech,[Context Not Available],gold_doc_0010,0,0,-1.4785591581600066,TN
250,[Context Not Available],gold_doc_0371,0,0,-1.480298025567798,TN
.,[Context Not Available],gold_doc_0217,0,0,-1.4819117830161233,TN
.,[Context Not Available],gold_doc_0246,0,0,-1.4839346882272046,TN
období,[Context Not Available],gold_doc_0378,0,0,-1.4890035676080977,TN
pravidel,[Context Not Available],gold_doc_0056,0,0,-1.4897761972465915,TN
12,[Context Not Available],gold_doc_0291,0,0,-1.4931746429957364,TN
v,[Context Not Available],gold_doc_0240,0,0,-1.4935735344871688,TN
na,[Context Not Available],gold_doc_0159,0,0,-1.4941337088847106,TN
odvětvích,[Context Not Available],gold_doc_0215,0,0,-1.4955772897648032,TN
případ,[Context Not Available],gold_doc_0080,0,0,-1.4968619043131604,TN
v,[Context Not Available],gold_doc_0078,0,0,-1.500967481806164,TN
odvětvích,[Context Not Available],gold_doc_0007,0,0,-1.5061497616703647,TN
menších,[Context Not Available],gold_doc_0014,0,0,-1.5063948544482741,TN
příští,[Context Not Available],gold_doc_0375,0,0,-1.5088452379695099,TN
.,[Context Not Available],gold_doc_0280,0,0,-1.5092353957304105,TN
.,[Context Not Available],gold_doc_0291,0,0,-1.5096054217091712,TN
aféra,[Context Not Available],gold_doc_0085,0,0,-1.50999983591376,TN
týden,[Context Not Available],gold_doc_0375,0,0,-1.5103278530868316,TN
minulosti,[Context Not Available],gold_doc_0143,0,0,-1.512428364988594,TN
fasádu,[Context Not Available],gold_doc_0195,0,0,-1.513090277098737,TN
kilometrů,[Context Not Available],gold_doc_0246,0,0,-1.5145582772055093,TN
měsíc,[Context Not Available],gold_doc_0072,0,0,-1.5165046664595927,TN
0,[Context Not Available],gold_doc_0169,0,0,-1.5197309392641252,TN
dvacet,[Context Not Available],gold_doc_0453,0,0,-1.5238699520833592,TN
.,[Context Not Available],gold_doc_0243,0,0,-1.5284566994772817,TN
.,[Context Not Available],gold_doc_0084,0,0,-1.5320350991885476,TN
peníze,[Context Not Available],gold_doc_0237,0,0,-1.5349629148059947,TN
.,[Context Not Available],gold_doc_0180,0,0,-1.5371387956856886,TN
.,[Context Not Available],gold_doc_0361,0,0,-1.5372978403588284,TN
zemi,[Context Not Available],gold_doc_0327,0,0,-1.5386607534886068,TN
to,[Context Not Available],gold_doc_0031,0,0,-1.5408392347663593,TN
politické,[Context Not Available],gold_doc_0339,0,0,-1.5422230798265772,TN
vulgární,[Context Not Available],gold_doc_0143,0,0,-1.5424548267100562,TN
cenných,[Context Not Available],gold_doc_0155,0,0,-1.5444846618194816,TN
mluvit,[Context Not Available],gold_doc_0078,0,0,-1.5450096780637743,TN
inteligenci,[Context Not Available],gold_doc_0281,0,0,-1.5497452763139776,TN
vozidlo,[Context Not Available],gold_doc_0385,0,0,-1.558574493923384,TN
se,[Context Not Available],gold_doc_0415,0,0,-1.5592958303706936,TN
úrovně,[Context Not Available],gold_doc_0159,0,0,-1.560720060209544,TN
o,[Context Not Available],gold_doc_0329,0,0,-1.5645661300697462,TN
