text,sentence,document_id,true_label,pred_label,prob_score,category
zpracování,[N/A],gold_doc_0216,0,0,0.006555059196429871,TN
žádostí,[N/A],gold_doc_0216,0,0,0.0006221734660474,TN
prodloužilo,[N/A],gold_doc_0216,0,0,0.01645672907773514,TN
dní,[N/A],gold_doc_0216,0,0,0.00028400895219444236,TN
Podpora,[N/A],gold_doc_0217,0,0,0.005948014774646544,TN
inovací,[N/A],gold_doc_0217,0,0,0.00956568822479936,TN
strany,[N/A],gold_doc_0217,0,0,0.0008882489093822843,TN
státu,[N/A],gold_doc_0217,0,0,0.00011004705123974874,TN
tvoří,[N/A],gold_doc_0217,0,0,7.888543135468823e-05,TN
procenta,[N/A],gold_doc_0217,0,0,0.004693096946975356,TN
HDP,[N/A],gold_doc_0217,0,0,0.0006974757961430151,TN
norimberském,[N/A],gold_doc_0230,0,0,0.011713313674067272,TN
procesu,[N/A],gold_doc_0230,0,0,0.002623744902602747,TN
organizace,[N/A],gold_doc_0230,0,0,0.008638746569747889,TN
označena,[N/A],gold_doc_0230,0,0,0.0018893155362247976,TN
zločinecká,[N/A],gold_doc_0230,0,0,0.09643247610729119,TN
organizace,[N/A],gold_doc_0230,0,0,0.005008812469501963,TN
Nové,[N/A],gold_doc_0237,0,0,3.140370461177563e-05,TN
varhany,[N/A],gold_doc_0237,0,0,0.0031019893256341888,TN
dostala,[N/A],gold_doc_0237,0,0,0.0016194647002020087,TN
katedrála,[N/A],gold_doc_0237,0,0,0.04160800998021223,TN
peníze,[N/A],gold_doc_0237,0,0,0.13185371489772132,TN
let,[N/A],gold_doc_0237,0,0,0.0011910974544962034,TN
trvající,[N/A],gold_doc_0237,0,0,0.0003474227154885589,TN
veřejné,[N/A],gold_doc_0237,0,0,0.0015008413191684598,TN
sbírky,[N/A],gold_doc_0237,0,0,0.03780927608836322,TN
letos,[N/A],gold_doc_0237,0,0,0.033789773845716645,TN
Plán,[N/A],gold_doc_0246,0,0,0.0003691174040181203,TN
zahrnuje,[N/A],gold_doc_0246,0,0,0.0011040418490914671,TN
modernizaci,[N/A],gold_doc_0246,0,0,0.022515061485256952,TN
kilometrů,[N/A],gold_doc_0246,0,0,0.0006409677483687832,TN
kolejí,[N/A],gold_doc_0246,0,0,0.0006572982798186596,TN
roku,[N/A],gold_doc_0246,0,0,0.00011811690220610051,TN
obnovu,[N/A],gold_doc_0264,0,0,0.0020912355759479173,TN
turistických,[N/A],gold_doc_0264,0,0,0.0007236256346403982,TN
cest,[N/A],gold_doc_0264,0,0,0.0005424764557869103,TN
stezek,[N/A],gold_doc_0264,0,0,0.0008659074212387206,TN
vyčleněno,[N/A],gold_doc_0264,0,0,0.038875586583046774,TN
milionů,[N/A],gold_doc_0264,0,0,0.0009650183511049344,TN
korun,[N/A],gold_doc_0264,0,0,0.0004629350073492664,TN
Poté,[N/A],gold_doc_0276,0,0,0.0018759440702757263,TN
pondělí,[N/A],gold_doc_0276,0,0,0.006048511834929067,TN
uvolnilo,[N/A],gold_doc_0276,0,0,0.014566683377517034,TN
vstupenky,[N/A],gold_doc_0276,0,0,0.00947226662494084,TN
prosinec,[N/A],gold_doc_0276,0,0,0.009646898297163965,TN
roboti,[N/A],gold_doc_0276,0,1,0.8525442149213814,FP
překupníků,[N/A],gold_doc_0276,0,0,0.2524802259914546,TN
poničili,[N/A],gold_doc_0276,0,0,0.15154208736139888,TN
prodejní,[N/A],gold_doc_0276,0,0,0.001982229116450338,TN
systém,[N/A],gold_doc_0276,0,0,0.0022071017345102204,TN
Kontrola,[N/A],gold_doc_0283,0,0,0.01689863079735213,TN
týkala,[N/A],gold_doc_0283,0,0,0.004616419171466751,TN
dodržování,[N/A],gold_doc_0283,0,0,0.018024866696548895,TN
pravidel,[N/A],gold_doc_0283,0,0,0.0024465481020830198,TN
oblasti,[N/A],gold_doc_0283,0,0,0.0003056598972222283,TN
ochrany,[N/A],gold_doc_0283,0,0,8.474117466668955e-05,TN
spotřebitele,[N/A],gold_doc_0283,0,0,0.0010567117717310995,TN
dat,[N/A],gold_doc_0283,0,0,0.0013504672721946008,TN
Zóny,[N/A],gold_doc_0287,0,0,0.0044284236688503205,TN
omezí,[N/A],gold_doc_0287,0,0,0.0012450923692588522,TN
vjezd,[N/A],gold_doc_0287,0,0,0.005500131258454801,TN
vozidlům,[N/A],gold_doc_0287,0,0,0.004425350633123503,TN
emisními,[N/A],gold_doc_0287,0,0,0.0008075854551713134,TN
normami,[N/A],gold_doc_0287,0,0,0.00037427443734416215,TN
Euro,[N/A],gold_doc_0287,0,0,0.0020538333434663935,TN
také,[N/A],gold_doc_0287,0,0,0.00634569803861173,TN
nižšími,[N/A],gold_doc_0287,0,0,0.00044204669645494035,TN
normami,[N/A],gold_doc_0287,0,0,0.00023274369728334886,TN
Smlouva,[N/A],gold_doc_0291,0,0,0.0016186823206512254,TN
celkové,[N/A],gold_doc_0291,0,0,0.0016741783569584887,TN
hodnotě,[N/A],gold_doc_0291,0,0,0.00010014409483499884,TN
miliard,[N/A],gold_doc_0291,0,0,0.003599783867596311,TN
korun,[N/A],gold_doc_0291,0,0,0.00042762766665782495,TN
podepsána,[N/A],gold_doc_0291,0,0,0.0001512325869730175,TN
sídle,[N/A],gold_doc_0291,0,0,0.006825363086862485,TN
ministerstva,[N/A],gold_doc_0291,0,0,0.00011516440211013094,TN
Výstava,[N/A],gold_doc_0295,0,0,0.000588109829204287,TN
zahrnuje,[N/A],gold_doc_0295,0,0,0.0012729674188388866,TN
exponátů,[N/A],gold_doc_0295,0,0,0.007217192941218827,TN
díla,[N/A],gold_doc_0295,0,0,0.006198472677998152,TN
předních,[N/A],gold_doc_0295,0,0,0.03436865313390946,TN
českých,[N/A],gold_doc_0295,0,0,0.0052279570989059295,TN
autorů,[N/A],gold_doc_0295,0,0,0.00022950548024620895,TN
doby,[N/A],gold_doc_0295,0,0,0.0007990614107961418,TN
Obžalovaný,[N/A],gold_doc_0405,0,0,0.0006892133705233193,TN
zproštěn,[N/A],gold_doc_0405,0,0,0.04929360917425457,TN
viny,[N/A],gold_doc_0405,0,0,0.000447248250087248,TN
plném,[N/A],gold_doc_0405,0,0,0.007359684197368486,TN
rozsahu,[N/A],gold_doc_0405,0,0,0.00033751109805312863,TN
Nález,[N/A],gold_doc_0415,0,0,0.008531017346615306,TN
nachází,[N/A],gold_doc_0415,0,0,0.00014021293256676458,TN
centru,[N/A],gold_doc_0415,0,0,0.001116426967526426,TN
města,[N/A],gold_doc_0415,0,0,0.00035225227108713907,TN
náměstím,[N/A],gold_doc_0415,0,0,0.00808013638877776,TN
Výnosy,[N/A],gold_doc_0421,0,0,0.0028226079594707906,TN
letos,[N/A],gold_doc_0421,0,0,0.00416652349770303,TN
průměrné,[N/A],gold_doc_0421,0,0,0.12930249186738946,TN
kvalita,[N/A],gold_doc_0421,0,0,0.013382118439566573,TN
dobrá,[N/A],gold_doc_0421,0,0,0.008743053841159728,TN
Školy,[N/A],gold_doc_0424,0,0,0.0022055456549766187,TN
dostanou,[N/A],gold_doc_0424,0,0,0.007001121378006658,TN
peníze,[N/A],gold_doc_0424,0,0,0.04304354485961769,TN
nákup,[N/A],gold_doc_0424,0,0,0.0066716015625462675,TN
tabletů,[N/A],gold_doc_0424,0,0,0.060060565349858375,TN
Součástí,[N/A],gold_doc_0427,0,0,0.00044000883653610306,TN
projektu,[N/A],gold_doc_0427,0,0,0.00014929663640926441,TN
výsadba,[N/A],gold_doc_0427,0,0,0.030210231409580075,TN
sta,[N/A],gold_doc_0427,0,0,0.13049873962085767,TN
nových,[N/A],gold_doc_0427,0,0,0.002829347037455091,TN
stromů,[N/A],gold_doc_0427,0,0,0.003935581487293087,TN
Většina,[N/A],gold_doc_0430,0,0,0.009909203986134806,TN
nádrží,[N/A],gold_doc_0430,0,0,0.0004975326987312563,TN
kraji,[N/A],gold_doc_0430,0,0,0.00011821166342651332,TN
vhodná,[N/A],gold_doc_0430,0,0,0.0017253913180682002,TN
koupání,[N/A],gold_doc_0430,0,0,0.0018060069502848245,TN
jízdu,[N/A],gold_doc_0431,0,0,0.005181944338824529,TN
červenou,[N/A],gold_doc_0431,0,0,0.006664521844106728,TN
hrozí,[N/A],gold_doc_0431,0,0,0.0018072311571348154,TN
vyšší,[N/A],gold_doc_0431,0,0,0.0026457449688408034,TN
pokuta,[N/A],gold_doc_0431,0,0,0.015199986451367931,TN
Zakázku,[N/A],gold_doc_0435,0,0,0.01781105520343749,TN
získala,[N/A],gold_doc_0435,0,0,0.0009460854637401244,TN
česká,[N/A],gold_doc_0435,0,0,0.03897354371550835,TN
zbrojovka,[N/A],gold_doc_0435,0,0,0.05830260015160009,TN
Jmenovací,[N/A],gold_doc_0440,0,0,0.023572116053484696,TN
dekret,[N/A],gold_doc_0440,0,0,0.1710757043368837,TN
převzalo,[N/A],gold_doc_0440,0,0,0.027316933785351962,TN
kandidátů,[N/A],gold_doc_0440,0,0,0.0020338170265548016,TN
Řidiči,[N/A],gold_doc_0442,0,0,0.0006760708345833378,TN
moci,[N/A],gold_doc_0442,0,0,0.0008559776489420185,TN
sledovat,[N/A],gold_doc_0442,0,0,0.0004635482022447904,TN
body,[N/A],gold_doc_0442,0,0,0.0018008418599191373,TN
online,[N/A],gold_doc_0442,0,0,0.007774201504224141,TN
Protestující,[N/A],gold_doc_0502,0,0,0.018808492268698213,TN
postupně,[N/A],gold_doc_0502,0,0,0.10634794571954884,TN
zaplnili,[N/A],gold_doc_0502,0,0,0.096330449949748,TN
celé,[N/A],gold_doc_0502,0,0,0.007814771806591743,TN
Václavské,[N/A],gold_doc_0502,0,0,0.0017026030191859374,TN
náměstí,[N/A],gold_doc_0502,0,0,0.0017214496794158477,TN
Auta,[N/A],gold_doc_0512,0,0,0.003690144885360699,TN
stála,[N/A],gold_doc_0512,0,0,0.007819273599726671,TN
kolonách,[N/A],gold_doc_0512,0,0,0.18761070301322133,TN
celém,[N/A],gold_doc_0512,0,0,0.01648348761246784,TN
Vítězném,[N/A],gold_doc_0512,0,0,0.0038585468908919505,TN
náměstí,[N/A],gold_doc_0512,0,0,0.0014241566996367218,TN
Schodek,[N/A],gold_doc_0016,0,0,0.05159966096018798,TN
katastrofálně,[N/A],gold_doc_0016,1,1,0.9630619818363831,TP
vysoký,[N/A],gold_doc_0016,0,0,0.04799172233836344,TN
ekonomickému,[N/A],gold_doc_0016,0,0,0.009478824671537642,TN
výhledu,[N/A],gold_doc_0016,0,0,0.0027861243550947657,TN
Řidiči,[N/A],gold_doc_0021,0,0,0.0003831195116504603,TN
reagovali,[N/A],gold_doc_0021,0,0,0.006349795156679959,TN
agresivně,[N/A],gold_doc_0021,1,1,0.9163227302654083,TP
zhoršené,[N/A],gold_doc_0021,0,0,0.009215995631651843,TN
povětrnostní,[N/A],gold_doc_0021,0,0,0.0019073963766635404,TN
podmínky,[N/A],gold_doc_0021,0,0,0.00033424334862684096,TN
Situace,[N/A],gold_doc_0022,0,0,0.00023322637496065327,TN
je,[N/A],gold_doc_0022,0,0,0.0010791155286827522,TN
teď,[N/A],gold_doc_0022,0,0,0.060810166740603355,TN
republice,[N/A],gold_doc_0022,0,0,0.0006872813210242633,TN
šílená,[N/A],gold_doc_0022,1,1,0.8693986329799229,TP
zejména,[N/A],gold_doc_0022,0,0,0.004943402975865413,TN
severních,[N/A],gold_doc_0022,0,0,0.003944236147699322,TN
okresech,[N/A],gold_doc_0022,0,0,0.00044959499455159797,TN
proces,[N/A],gold_doc_0024,0,0,0.15388569398706853,TN
zahájení,[N/A],gold_doc_0024,0,0,0.012087574944610836,TN
realizace,[N/A],gold_doc_0024,0,0,0.009024421030457579,TN
pomalá,[N/A],gold_doc_0024,1,1,0.897192164817181,TP
Ulice,[N/A],gold_doc_0030,0,0,0.0001350851811831236,TN
teď,[N/A],gold_doc_0030,0,0,0.08630375986659088,TN
rozkopané,[N/A],gold_doc_0030,1,1,0.4231032949359674,TP
doprava,[N/A],gold_doc_0030,0,0,0.0010901485234670757,TN
kolabuje,[N/A],gold_doc_0030,0,1,0.5951373114211088,FP
jihu,[N/A],gold_doc_0031,0,0,0.003577403242467067,TN
země,[N/A],gold_doc_0031,0,0,0.0005762909357388716,TN
vypadá,[N/A],gold_doc_0031,0,0,0.040472405038095634,TN
zoufale,[N/A],gold_doc_0031,1,1,0.9304796998230919,TP
přetížené,[N/A],gold_doc_0031,0,0,0.0914348696745075,TN
síti,[N/A],gold_doc_0031,0,0,0.0008908393049824675,TN
severu,[N/A],gold_doc_0033,0,0,0.01656105220849175,TN
poslední,[N/A],gold_doc_0033,0,0,0.02066580655738539,TN
měsíce,[N/A],gold_doc_0033,0,0,0.054686889567357795,TN
brutální,[N/A],gold_doc_0033,1,1,0.4633065659777095,TP
dlouhodobým,[N/A],gold_doc_0033,0,0,0.0075716299706566105,TN
suchem,[N/A],gold_doc_0033,0,0,0.04196305085514972,TN
Aktuální,[N/A],gold_doc_0044,0,0,0.0021708961179647012,TN
tempo,[N/A],gold_doc_0044,0,0,0.011250658106063176,TN
vakcinace,[N/A],gold_doc_0044,0,0,0.05945920042154908,TN
české,[N/A],gold_doc_0044,0,0,0.001233904717390841,TN
populace,[N/A],gold_doc_0044,0,0,0.006831940664502937,TN
zjeména,[N/A],gold_doc_0044,0,1,0.45801568927741776,FP
důchodců,[N/A],gold_doc_0044,0,0,0.03628641059808164,TN
můžeme,[N/A],gold_doc_0044,0,0,0.005603343590921417,TN
označit,[N/A],gold_doc_0044,0,0,0.0022760567703995695,TN
žalostné,[N/A],gold_doc_0044,1,1,0.9078052127874315,TP
zavařil,[N/A],gold_doc_0045,1,1,0.593471966750992,TP
zahájil,[N/A],gold_doc_0045,0,0,0.014740328397018564,TN
nové,[N/A],gold_doc_0045,0,0,0.0068239550117665275,TN
jednání,[N/A],gold_doc_0045,0,0,0.011771435608030251,TN
jinými,[N/A],gold_doc_0045,0,0,0.006699105409640744,TN
poslaneckými,[N/A],gold_doc_0045,0,0,0.003080721165246303,TN
kluby,[N/A],gold_doc_0045,0,0,0.0024182827988559813,TN
Údajně,[N/A],gold_doc_0050,1,1,0.6316715186811837,TP
měl,[N/A],gold_doc_0050,0,0,0.005682762124579793,TN
ministrem,[N/A],gold_doc_0050,0,0,0.009766735672526854,TN
portfeje,[N/A],gold_doc_0050,0,0,0.163259879148687,TN
starosti,[N/A],gold_doc_0050,0,0,0.007597337840873699,TN
sport,[N/A],gold_doc_0050,0,0,0.007219928350062973,TN
zdravý,[N/A],gold_doc_0050,0,0,0.07985327636914509,TN
styl,[N/A],gold_doc_0050,0,0,0.05529106570253711,TN
Suverénní,[N/A],gold_doc_0052,1,1,0.28386178652408783,TP
Motoristé,[N/A],gold_doc_0052,0,1,0.2773755254571236,FP
koalici,[N/A],gold_doc_0052,0,0,0.002681795907115776,TN
prosazují,[N/A],gold_doc_0052,0,0,0.003015396112275382,TN
zcela,[N/A],gold_doc_0052,0,0,0.15101890071082025,TN
vlastní,[N/A],gold_doc_0052,0,0,0.017978854296947743,TN
program,[N/A],gold_doc_0052,0,0,0.010088522215110775,TN
celou,[N/A],gold_doc_0052,0,0,0.0017752485943937503,TN
zemi,[N/A],gold_doc_0052,0,0,0.0012076130401798698,TN
místopředseda,[N/A],gold_doc_0057,0,0,0.003536877212118595,TN
hnutí,[N/A],gold_doc_0057,0,0,0.0009852026671527785,TN
dlouholetý,[N/A],gold_doc_0057,0,0,0.0021918019199036326,TN
poslanec,[N/A],gold_doc_0057,0,0,0.0023535047925055163,TN
hlavních,[N/A],gold_doc_0057,0,0,0.0945619087898855,TN
motorů,[N/A],gold_doc_0057,1,1,0.3118175369085942,TP
kampaně,[N/A],gold_doc_0057,0,0,0.10062609489777527,TN
sněmovních,[N/A],gold_doc_0057,0,0,0.00096826295380855,TN
voleb,[N/A],gold_doc_0057,0,0,0.00022606342246554145,TN
kandidovat,[N/A],gold_doc_0057,0,0,0.0010578358307606478,TN
tváře,[N/A],gold_doc_0059,1,0,0.1095906876876278,FN
hnutí,[N/A],gold_doc_0059,0,0,0.0013451399393577502,TN
vystoupily,[N/A],gold_doc_0059,0,0,0.08684243473405434,TN
vítězné,[N/A],gold_doc_0059,0,1,0.459481832487475,FP
tiskové,[N/A],gold_doc_0059,0,0,0.02460953511370331,TN
konferenci,[N/A],gold_doc_0059,0,0,0.022665243266745475,TN
vyhlášení,[N/A],gold_doc_0059,0,0,0.0016626751720459985,TN
výsledků,[N/A],gold_doc_0059,0,0,0.00010734763314595686,TN
sněmovních,[N/A],gold_doc_0059,0,0,0.0015309505509003547,TN
voleb,[N/A],gold_doc_0059,0,0,0.00020975317743144524,TN
Chyběl,[N/A],gold_doc_0060,0,1,0.32832911226382533,FP
tam,[N/A],gold_doc_0060,0,0,0.002601962883154576,TN
nepřekvapivě,[N/A],gold_doc_0060,1,1,0.9523195387310429,TP
hlavních,[N/A],gold_doc_0060,0,0,0.004552724985577182,TN
představitelů,[N/A],gold_doc_0060,0,0,0.002168448315701907,TN
má,[N/A],gold_doc_0060,0,0,0.006731341153792397,TN
čelit,[N/A],gold_doc_0060,0,0,0.008380958421190682,TN
obvinění,[N/A],gold_doc_0060,0,0,0.01003594702770127,TN
korupce,[N/A],gold_doc_0060,0,0,0.013205998996629033,TN
navýšení,[N/A],gold_doc_0064,0,0,0.0009286043522577374,TN
daně,[N/A],gold_doc_0064,0,0,0.0005685008723418729,TN
způsobí,[N/A],gold_doc_0064,0,0,0.00046486120182821593,TN
zavření,[N/A],gold_doc_0064,0,0,0.16689787899272931,TN
stovek,[N/A],gold_doc_0064,0,0,0.04570406909819836,TN
malých,[N/A],gold_doc_0064,0,0,0.00784689689541859,TN
restaurací,[N/A],gold_doc_0064,0,0,0.0003258221096281902,TN
regionech,[N/A],gold_doc_0064,0,0,0.00462806134056014,TN
Pokles,[N/A],gold_doc_0066,0,0,0.020288160804512026,TN
tržeb,[N/A],gold_doc_0066,0,0,0.0011585673820453336,TN
téměř,[N/A],gold_doc_0066,1,0,0.17300638158476853,FN
procent,[N/A],gold_doc_0066,0,0,0.004950332067637712,TN
zničující,[N/A],gold_doc_0066,0,1,0.8244173482387439,FP
sálu,[N/A],gold_doc_0068,0,0,0.0015173440765222917,TN
přišly,[N/A],gold_doc_0068,0,0,0.005642946398275807,TN
desítky,[N/A],gold_doc_0068,1,1,0.374100288291708,TP
demonstrantů,[N/A],gold_doc_0068,0,0,0.15494877096219867,TN
protestovali,[N/A],gold_doc_0068,0,0,0.003914002239666564,TN
novým,[N/A],gold_doc_0068,0,0,0.0005294280521655501,TN
poplatkům,[N/A],gold_doc_0068,0,0,0.0022448464272666812,TN
Komisař,[N/A],gold_doc_0071,0,0,0.013543988642592094,TN
potvrdil,[N/A],gold_doc_0071,0,0,0.0013367384435740354,TN
auto,[N/A],gold_doc_0071,0,0,0.017823928584447417,TN
jelo,[N/A],gold_doc_0071,0,0,0.00381409689193387,TN
sto,[N/A],gold_doc_0071,0,0,0.011924463974324959,TN
kilometrů,[N/A],gold_doc_0071,0,0,0.0008589072430210651,TN
hodinu,[N/A],gold_doc_0071,0,0,0.00046058049649842634,TN
Opravdu,[N/A],gold_doc_0077,0,0,0.016177776326707582,TN
šlo,[N/A],gold_doc_0077,0,0,0.01937752700886873,TN
chodbu,[N/A],gold_doc_0077,0,0,0.015893750307057697,TN
byla,[N/A],gold_doc_0077,0,0,0.002028094973519935,TN
východu,[N/A],gold_doc_0077,0,0,0.004199984726044412,TN
hlavní,[N/A],gold_doc_0077,0,0,0.002473042357773163,TN
dvorany,[N/A],gold_doc_0077,0,0,0.15580037542563793,TN
došlo,[N/A],gold_doc_0077,0,0,0.0003348552233343917,TN
tlačenici,[N/A],gold_doc_0077,1,1,0.44362657224869706,TP
můžeme,[N/A],gold_doc_0079,0,0,0.0005480212984223567,TN
těžko,[N/A],gold_doc_0079,0,0,0.0804950590725218,TN
považovat,[N/A],gold_doc_0079,0,0,0.002389438538612124,TN
