document_id,sentence_id,form,pos,sentence_context,true_label,pred_label,category
gold_doc_0044,gold_doc_0044_target,české,ADJ,Aktuální tempo vakcinace české populace zjeména důchodců můžeme označit žalostné,0,1,FP
gold_doc_0044,gold_doc_0044_target,populace,NOUN,Aktuální tempo vakcinace české populace zjeména důchodců můžeme označit žalostné,0,1,FP
gold_doc_0044,gold_doc_0044_target,zjeména,ADJ,Aktuální tempo vakcinace české populace zjeména důchodců můžeme označit žalostné,0,1,FP
gold_doc_0044,gold_doc_0044_target,důchodců,NOUN,Aktuální tempo vakcinace české populace zjeména důchodců můžeme označit žalostné,0,1,FP
gold_doc_0044,gold_doc_0044_target,můžeme,VERB,Aktuální tempo vakcinace české populace zjeména důchodců můžeme označit žalostné,0,1,FP
gold_doc_0044,gold_doc_0044_target,označit,VERB,Aktuální tempo vakcinace české populace zjeména důchodců můžeme označit žalostné,0,1,FP
gold_doc_0044,gold_doc_0044_target,žalostné,ADJ,Aktuální tempo vakcinace české populace zjeména důchodců můžeme označit žalostné,1,1,TP
gold_doc_0045,gold_doc_0045_target,zavařil,VERB,zavařil zahájil nové jednání jinými poslaneckými kluby,1,1,TP
gold_doc_0045,gold_doc_0045_target,zahájil,VERB,zavařil zahájil nové jednání jinými poslaneckými kluby,0,0,TN
gold_doc_0045,gold_doc_0045_target,nové,ADJ,zavařil zahájil nové jednání jinými poslaneckými kluby,0,1,FP
gold_doc_0045,gold_doc_0045_target,jednání,NOUN,zavařil zahájil nové jednání jinými poslaneckými kluby,0,0,TN
gold_doc_0045,gold_doc_0045_target,jinými,ADJ,zavařil zahájil nové jednání jinými poslaneckými kluby,0,1,FP
gold_doc_0045,gold_doc_0045_target,poslaneckými,ADJ,zavařil zahájil nové jednání jinými poslaneckými kluby,0,0,TN
gold_doc_0045,gold_doc_0045_target,kluby,NOUN,zavařil zahájil nové jednání jinými poslaneckými kluby,0,0,TN
gold_doc_0056,gold_doc_0056_target,Dodal,VERB,Dodal firma chce zaměřit jednání městem nastavení pravidel bikesharing,0,0,TN
gold_doc_0056,gold_doc_0056_target,firma,NOUN,Dodal firma chce zaměřit jednání městem nastavení pravidel bikesharing,0,0,TN
gold_doc_0056,gold_doc_0056_target,chce,VERB,Dodal firma chce zaměřit jednání městem nastavení pravidel bikesharing,0,1,FP
gold_doc_0056,gold_doc_0056_target,zaměřit,VERB,Dodal firma chce zaměřit jednání městem nastavení pravidel bikesharing,0,1,FP
gold_doc_0056,gold_doc_0056_target,jednání,NOUN,Dodal firma chce zaměřit jednání městem nastavení pravidel bikesharing,0,0,TN
gold_doc_0056,gold_doc_0056_target,městem,NOUN,Dodal firma chce zaměřit jednání městem nastavení pravidel bikesharing,0,0,TN
gold_doc_0056,gold_doc_0056_target,nastavení,NOUN,Dodal firma chce zaměřit jednání městem nastavení pravidel bikesharing,0,0,TN
gold_doc_0056,gold_doc_0056_target,pravidel,NOUN,Dodal firma chce zaměřit jednání městem nastavení pravidel bikesharing,0,0,TN
gold_doc_0056,gold_doc_0056_target,bikesharing,NOUN,Dodal firma chce zaměřit jednání městem nastavení pravidel bikesharing,1,0,FN
gold_doc_0059,gold_doc_0059_target,tváře,NOUN,tváře hnutí vystoupily vítězné tiskové konferenci vyhlášení výsledků sněmovních voleb,1,1,TP
gold_doc_0059,gold_doc_0059_target,hnutí,NOUN,tváře hnutí vystoupily vítězné tiskové konferenci vyhlášení výsledků sněmovních voleb,0,1,FP
gold_doc_0059,gold_doc_0059_target,vystoupily,VERB,tváře hnutí vystoupily vítězné tiskové konferenci vyhlášení výsledků sněmovních voleb,0,1,FP
gold_doc_0059,gold_doc_0059_target,vítězné,ADJ,tváře hnutí vystoupily vítězné tiskové konferenci vyhlášení výsledků sněmovních voleb,0,1,FP
gold_doc_0059,gold_doc_0059_target,tiskové,ADJ,tváře hnutí vystoupily vítězné tiskové konferenci vyhlášení výsledků sněmovních voleb,0,1,FP
gold_doc_0059,gold_doc_0059_target,konferenci,NOUN,tváře hnutí vystoupily vítězné tiskové konferenci vyhlášení výsledků sněmovních voleb,0,1,FP
gold_doc_0059,gold_doc_0059_target,vyhlášení,NOUN,tváře hnutí vystoupily vítězné tiskové konferenci vyhlášení výsledků sněmovních voleb,0,1,FP
gold_doc_0059,gold_doc_0059_target,výsledků,NOUN,tváře hnutí vystoupily vítězné tiskové konferenci vyhlášení výsledků sněmovních voleb,0,1,FP
gold_doc_0059,gold_doc_0059_target,sněmovních,ADJ,tváře hnutí vystoupily vítězné tiskové konferenci vyhlášení výsledků sněmovních voleb,0,1,FP
gold_doc_0059,gold_doc_0059_target,voleb,NOUN,tváře hnutí vystoupily vítězné tiskové konferenci vyhlášení výsledků sněmovních voleb,0,1,FP
gold_doc_0071,gold_doc_0071_target,Komisař,NOUN,Komisař potvrdil auto jelo sto kilometrů hodinu,0,0,TN
gold_doc_0071,gold_doc_0071_target,potvrdil,VERB,Komisař potvrdil auto jelo sto kilometrů hodinu,0,0,TN
gold_doc_0071,gold_doc_0071_target,auto,NOUN,Komisař potvrdil auto jelo sto kilometrů hodinu,0,0,TN
gold_doc_0071,gold_doc_0071_target,jelo,VERB,Komisař potvrdil auto jelo sto kilometrů hodinu,0,0,TN
gold_doc_0071,gold_doc_0071_target,sto,NOUN,Komisař potvrdil auto jelo sto kilometrů hodinu,0,0,TN
gold_doc_0071,gold_doc_0071_target,kilometrů,NOUN,Komisař potvrdil auto jelo sto kilometrů hodinu,0,0,TN
gold_doc_0071,gold_doc_0071_target,hodinu,NOUN,Komisař potvrdil auto jelo sto kilometrů hodinu,0,0,TN
gold_doc_0072,gold_doc_0072_target,Hledání,NOUN,Hledání nového kandidáta trvat pomalu měsíc absenci vhodných osobností,0,0,TN
gold_doc_0072,gold_doc_0072_target,nového,ADJ,Hledání nového kandidáta trvat pomalu měsíc absenci vhodných osobností,0,0,TN
gold_doc_0072,gold_doc_0072_target,kandidáta,NOUN,Hledání nového kandidáta trvat pomalu měsíc absenci vhodných osobností,0,0,TN
gold_doc_0072,gold_doc_0072_target,trvat,VERB,Hledání nového kandidáta trvat pomalu měsíc absenci vhodných osobností,0,1,FP
gold_doc_0072,gold_doc_0072_target,pomalu,ADV,Hledání nového kandidáta trvat pomalu měsíc absenci vhodných osobností,1,1,TP
gold_doc_0072,gold_doc_0072_target,měsíc,NOUN,Hledání nového kandidáta trvat pomalu měsíc absenci vhodných osobností,0,1,FP
gold_doc_0072,gold_doc_0072_target,absenci,NOUN,Hledání nového kandidáta trvat pomalu měsíc absenci vhodných osobností,0,1,FP
gold_doc_0072,gold_doc_0072_target,vhodných,ADJ,Hledání nového kandidáta trvat pomalu měsíc absenci vhodných osobností,0,1,FP
gold_doc_0072,gold_doc_0072_target,osobností,NOUN,Hledání nového kandidáta trvat pomalu měsíc absenci vhodných osobností,0,1,FP
gold_doc_0073,gold_doc_0073_target,Kritizované,ADJ,Kritizované podmínky splnilo skoro zájemců celou zakázku,0,1,FP
gold_doc_0073,gold_doc_0073_target,podmínky,NOUN,Kritizované podmínky splnilo skoro zájemců celou zakázku,0,1,FP
gold_doc_0073,gold_doc_0073_target,splnilo,VERB,Kritizované podmínky splnilo skoro zájemců celou zakázku,0,1,FP
gold_doc_0073,gold_doc_0073_target,skoro,ADV,Kritizované podmínky splnilo skoro zájemců celou zakázku,1,1,TP
gold_doc_0073,gold_doc_0073_target,zájemců,NOUN,Kritizované podmínky splnilo skoro zájemců celou zakázku,0,1,FP
gold_doc_0073,gold_doc_0073_target,celou,ADJ,Kritizované podmínky splnilo skoro zájemců celou zakázku,0,1,FP
gold_doc_0073,gold_doc_0073_target,zakázku,NOUN,Kritizované podmínky splnilo skoro zájemců celou zakázku,0,1,FP
gold_doc_0077,gold_doc_0077_target,Opravdu,ADV,Opravdu šlo chodbu byla východu hlavní dvorany došlo tlačenici,0,1,FP
gold_doc_0077,gold_doc_0077_target,šlo,VERB,Opravdu šlo chodbu byla východu hlavní dvorany došlo tlačenici,0,0,TN
gold_doc_0077,gold_doc_0077_target,chodbu,NOUN,Opravdu šlo chodbu byla východu hlavní dvorany došlo tlačenici,0,0,TN
gold_doc_0077,gold_doc_0077_target,byla,VERB,Opravdu šlo chodbu byla východu hlavní dvorany došlo tlačenici,0,0,TN
gold_doc_0077,gold_doc_0077_target,východu,NOUN,Opravdu šlo chodbu byla východu hlavní dvorany došlo tlačenici,0,0,TN
gold_doc_0077,gold_doc_0077_target,hlavní,ADJ,Opravdu šlo chodbu byla východu hlavní dvorany došlo tlačenici,0,0,TN
gold_doc_0077,gold_doc_0077_target,dvorany,NOUN,Opravdu šlo chodbu byla východu hlavní dvorany došlo tlačenici,0,0,TN
gold_doc_0077,gold_doc_0077_target,došlo,VERB,Opravdu šlo chodbu byla východu hlavní dvorany došlo tlačenici,0,0,TN
gold_doc_0077,gold_doc_0077_target,tlačenici,NOUN,Opravdu šlo chodbu byla východu hlavní dvorany došlo tlačenici,1,1,TP
gold_doc_0078,gold_doc_0078_target,nemusíme,VERB,nemusíme mluvit pouze patetických termínech neřeší,0,1,FP
gold_doc_0078,gold_doc_0078_target,mluvit,VERB,nemusíme mluvit pouze patetických termínech neřeší,0,0,TN
gold_doc_0078,gold_doc_0078_target,pouze,ADV,nemusíme mluvit pouze patetických termínech neřeší,0,1,FP
gold_doc_0078,gold_doc_0078_target,patetických,ADJ,nemusíme mluvit pouze patetických termínech neřeší,1,1,TP
gold_doc_0078,gold_doc_0078_target,termínech,NOUN,nemusíme mluvit pouze patetických termínech neřeší,0,1,FP
gold_doc_0078,gold_doc_0078_target,neřeší,VERB,nemusíme mluvit pouze patetických termínech neřeší,0,1,FP
gold_doc_0080,gold_doc_0080_target,Tedy,ADV,Tedy případ objevil tedy šarže dalších státech je,0,0,TN
gold_doc_0080,gold_doc_0080_target,případ,NOUN,Tedy případ objevil tedy šarže dalších státech je,0,0,TN
gold_doc_0080,gold_doc_0080_target,objevil,VERB,Tedy případ objevil tedy šarže dalších státech je,0,0,TN
gold_doc_0080,gold_doc_0080_target,tedy,ADV,Tedy případ objevil tedy šarže dalších státech je,0,0,TN
gold_doc_0080,gold_doc_0080_target,šarže,NOUN,Tedy případ objevil tedy šarže dalších státech je,1,1,TP
gold_doc_0080,gold_doc_0080_target,dalších,ADJ,Tedy případ objevil tedy šarže dalších státech je,0,0,TN
gold_doc_0080,gold_doc_0080_target,státech,NOUN,Tedy případ objevil tedy šarže dalších státech je,0,0,TN
gold_doc_0080,gold_doc_0080_target,je,VERB,Tedy případ objevil tedy šarže dalších státech je,0,0,TN
gold_doc_0084,gold_doc_0084_target,Stále,ADV,Stále nedořešená otázka pendlerů zdanění zemích,0,1,FP
gold_doc_0084,gold_doc_0084_target,nedořešená,ADJ,Stále nedořešená otázka pendlerů zdanění zemích,0,1,FP
gold_doc_0084,gold_doc_0084_target,otázka,NOUN,Stále nedořešená otázka pendlerů zdanění zemích,0,1,FP
gold_doc_0084,gold_doc_0084_target,pendlerů,NOUN,Stále nedořešená otázka pendlerů zdanění zemích,1,1,TP
gold_doc_0084,gold_doc_0084_target,zdanění,NOUN,Stále nedořešená otázka pendlerů zdanění zemích,0,1,FP
gold_doc_0084,gold_doc_0084_target,zemích,NOUN,Stále nedořešená otázka pendlerů zdanění zemích,0,1,FP
gold_doc_0085,gold_doc_0085_target,Už,ADV,Už neděli večer hlava státu omlouvala spoluobčanům dojem aféra zanechala,0,1,FP
gold_doc_0085,gold_doc_0085_target,neděli,NOUN,Už neděli večer hlava státu omlouvala spoluobčanům dojem aféra zanechala,0,0,TN
gold_doc_0085,gold_doc_0085_target,večer,ADV,Už neděli večer hlava státu omlouvala spoluobčanům dojem aféra zanechala,0,0,TN
gold_doc_0085,gold_doc_0085_target,hlava,NOUN,Už neděli večer hlava státu omlouvala spoluobčanům dojem aféra zanechala,1,1,TP
gold_doc_0085,gold_doc_0085_target,státu,NOUN,Už neděli večer hlava státu omlouvala spoluobčanům dojem aféra zanechala,0,1,FP
gold_doc_0085,gold_doc_0085_target,omlouvala,VERB,Už neděli večer hlava státu omlouvala spoluobčanům dojem aféra zanechala,0,1,FP
gold_doc_0085,gold_doc_0085_target,spoluobčanům,NOUN,Už neděli večer hlava státu omlouvala spoluobčanům dojem aféra zanechala,0,1,FP
gold_doc_0085,gold_doc_0085_target,dojem,NOUN,Už neděli večer hlava státu omlouvala spoluobčanům dojem aféra zanechala,0,1,FP
gold_doc_0085,gold_doc_0085_target,aféra,NOUN,Už neděli večer hlava státu omlouvala spoluobčanům dojem aféra zanechala,0,1,FP
gold_doc_0085,gold_doc_0085_target,zanechala,VERB,Už neděli večer hlava státu omlouvala spoluobčanům dojem aféra zanechala,0,1,FP
gold_doc_0088,gold_doc_0088_target,Růst,NOUN,Růst cen energií zastavil nastoupila nová fáze konsolidace trhu,0,1,FP
gold_doc_0088,gold_doc_0088_target,cen,NOUN,Růst cen energií zastavil nastoupila nová fáze konsolidace trhu,0,0,TN
gold_doc_0088,gold_doc_0088_target,energií,NOUN,Růst cen energií zastavil nastoupila nová fáze konsolidace trhu,0,0,TN
gold_doc_0088,gold_doc_0088_target,zastavil,VERB,Růst cen energií zastavil nastoupila nová fáze konsolidace trhu,0,1,FP
gold_doc_0088,gold_doc_0088_target,nastoupila,VERB,Růst cen energií zastavil nastoupila nová fáze konsolidace trhu,0,1,FP
gold_doc_0088,gold_doc_0088_target,nová,ADJ,Růst cen energií zastavil nastoupila nová fáze konsolidace trhu,0,1,FP
gold_doc_0088,gold_doc_0088_target,fáze,NOUN,Růst cen energií zastavil nastoupila nová fáze konsolidace trhu,0,0,TN
gold_doc_0088,gold_doc_0088_target,konsolidace,NOUN,Růst cen energií zastavil nastoupila nová fáze konsolidace trhu,1,1,TP
gold_doc_0088,gold_doc_0088_target,trhu,NOUN,Růst cen energií zastavil nastoupila nová fáze konsolidace trhu,0,0,TN
gold_doc_0091,gold_doc_0091_target,zjištěn,ADJ,zjištěn nečekaný případ inkongruence nálezů neshodují,0,0,TN
gold_doc_0091,gold_doc_0091_target,nečekaný,ADJ,zjištěn nečekaný případ inkongruence nálezů neshodují,0,1,FP
gold_doc_0091,gold_doc_0091_target,případ,NOUN,zjištěn nečekaný případ inkongruence nálezů neshodují,0,1,FP
gold_doc_0091,gold_doc_0091_target,inkongruence,NOUN,zjištěn nečekaný případ inkongruence nálezů neshodují,1,1,TP
gold_doc_0091,gold_doc_0091_target,nálezů,NOUN,zjištěn nečekaný případ inkongruence nálezů neshodují,0,0,TN
gold_doc_0091,gold_doc_0091_target,neshodují,VERB,zjištěn nečekaný případ inkongruence nálezů neshodují,0,1,FP
gold_doc_0106,gold_doc_0106_target,Muž,NOUN,Muž vedl mystický život plný záhad zcela podivných rituálů jak dokládají spisy,0,1,FP
gold_doc_0106,gold_doc_0106_target,vedl,VERB,Muž vedl mystický život plný záhad zcela podivných rituálů jak dokládají spisy,0,1,FP
gold_doc_0106,gold_doc_0106_target,mystický,ADJ,Muž vedl mystický život plný záhad zcela podivných rituálů jak dokládají spisy,1,1,TP
gold_doc_0106,gold_doc_0106_target,život,NOUN,Muž vedl mystický život plný záhad zcela podivných rituálů jak dokládají spisy,0,1,FP
gold_doc_0106,gold_doc_0106_target,plný,ADJ,Muž vedl mystický život plný záhad zcela podivných rituálů jak dokládají spisy,0,1,FP
gold_doc_0106,gold_doc_0106_target,záhad,NOUN,Muž vedl mystický život plný záhad zcela podivných rituálů jak dokládají spisy,0,1,FP
gold_doc_0106,gold_doc_0106_target,zcela,ADV,Muž vedl mystický život plný záhad zcela podivných rituálů jak dokládají spisy,0,1,FP
gold_doc_0106,gold_doc_0106_target,podivných,ADJ,Muž vedl mystický život plný záhad zcela podivných rituálů jak dokládají spisy,0,1,FP
gold_doc_0106,gold_doc_0106_target,rituálů,NOUN,Muž vedl mystický život plný záhad zcela podivných rituálů jak dokládají spisy,0,1,FP
gold_doc_0106,gold_doc_0106_target,jak,ADV,Muž vedl mystický život plný záhad zcela podivných rituálů jak dokládají spisy,0,1,FP
gold_doc_0106,gold_doc_0106_target,dokládají,VERB,Muž vedl mystický život plný záhad zcela podivných rituálů jak dokládají spisy,0,1,FP
gold_doc_0106,gold_doc_0106_target,spisy,NOUN,Muž vedl mystický život plný záhad zcela podivných rituálů jak dokládají spisy,0,1,FP
gold_doc_0121,gold_doc_0121_target,nalezeny,ADJ,nalezeny desítky artefaktů pocházejí raného středověku oblasti,0,0,TN
gold_doc_0121,gold_doc_0121_target,desítky,NOUN,nalezeny desítky artefaktů pocházejí raného středověku oblasti,1,1,TP
gold_doc_0121,gold_doc_0121_target,artefaktů,NOUN,nalezeny desítky artefaktů pocházejí raného středověku oblasti,0,0,TN
gold_doc_0121,gold_doc_0121_target,pocházejí,VERB,nalezeny desítky artefaktů pocházejí raného středověku oblasti,0,0,TN
gold_doc_0121,gold_doc_0121_target,raného,ADJ,nalezeny desítky artefaktů pocházejí raného středověku oblasti,0,0,TN
gold_doc_0121,gold_doc_0121_target,středověku,NOUN,nalezeny desítky artefaktů pocházejí raného středověku oblasti,0,0,TN
gold_doc_0121,gold_doc_0121_target,oblasti,NOUN,nalezeny desítky artefaktů pocházejí raného středověku oblasti,0,0,TN
gold_doc_0122,gold_doc_0122_target,Nové,ADJ,Nové opatření týká bezmála velkých investičních společností tu podnikají,0,0,TN
gold_doc_0122,gold_doc_0122_target,opatření,NOUN,Nové opatření týká bezmála velkých investičních společností tu podnikají,0,0,TN
gold_doc_0122,gold_doc_0122_target,týká,VERB,Nové opatření týká bezmála velkých investičních společností tu podnikají,0,0,TN
gold_doc_0122,gold_doc_0122_target,bezmála,ADV,Nové opatření týká bezmála velkých investičních společností tu podnikají,1,1,TP
gold_doc_0122,gold_doc_0122_target,velkých,ADJ,Nové opatření týká bezmála velkých investičních společností tu podnikají,0,1,FP
gold_doc_0122,gold_doc_0122_target,investičních,ADJ,Nové opatření týká bezmála velkých investičních společností tu podnikají,0,0,TN
gold_doc_0122,gold_doc_0122_target,společností,NOUN,Nové opatření týká bezmála velkých investičních společností tu podnikají,0,0,TN
gold_doc_0122,gold_doc_0122_target,tu,ADV,Nové opatření týká bezmála velkých investičních společností tu podnikají,0,1,FP
gold_doc_0122,gold_doc_0122_target,podnikají,VERB,Nové opatření týká bezmála velkých investičních společností tu podnikají,0,1,FP
gold_doc_0138,gold_doc_0138_target,Rozhodnutí,NOUN,Rozhodnutí zbabělé ministr měl bojovat samotného konce,0,1,FP
gold_doc_0138,gold_doc_0138_target,zbabělé,ADJ,Rozhodnutí zbabělé ministr měl bojovat samotného konce,1,1,TP
gold_doc_0138,gold_doc_0138_target,ministr,NOUN,Rozhodnutí zbabělé ministr měl bojovat samotného konce,0,1,FP
gold_doc_0138,gold_doc_0138_target,měl,VERB,Rozhodnutí zbabělé ministr měl bojovat samotného konce,0,1,FP
gold_doc_0138,gold_doc_0138_target,bojovat,VERB,Rozhodnutí zbabělé ministr měl bojovat samotného konce,0,1,FP
gold_doc_0138,gold_doc_0138_target,samotného,ADJ,Rozhodnutí zbabělé ministr měl bojovat samotného konce,0,1,FP
gold_doc_0138,gold_doc_0138_target,konce,NOUN,Rozhodnutí zbabělé ministr měl bojovat samotného konce,0,1,FP
gold_doc_0139,gold_doc_0139_target,Ceny,NOUN,Ceny nemovitostí neskutečné,0,1,FP
gold_doc_0139,gold_doc_0139_target,nemovitostí,NOUN,Ceny nemovitostí neskutečné,0,1,FP
gold_doc_0139,gold_doc_0139_target,neskutečné,ADJ,Ceny nemovitostí neskutečné,1,1,TP
gold_doc_0143,gold_doc_0143_target,předal,VERB,předal velkou kytici chtěl omluvit hodně vulgární výraz minulosti adresu použil,0,0,TN
gold_doc_0143,gold_doc_0143_target,velkou,ADJ,předal velkou kytici chtěl omluvit hodně vulgární výraz minulosti adresu použil,0,1,FP
gold_doc_0143,gold_doc_0143_target,kytici,NOUN,předal velkou kytici chtěl omluvit hodně vulgární výraz minulosti adresu použil,0,0,TN
gold_doc_0143,gold_doc_0143_target,chtěl,VERB,předal velkou kytici chtěl omluvit hodně vulgární výraz minulosti adresu použil,0,1,FP
gold_doc_0143,gold_doc_0143_target,omluvit,VERB,předal velkou kytici chtěl omluvit hodně vulgární výraz minulosti adresu použil,0,1,FP
gold_doc_0143,gold_doc_0143_target,hodně,ADV,předal velkou kytici chtěl omluvit hodně vulgární výraz minulosti adresu použil,1,1,TP
gold_doc_0143,gold_doc_0143_target,vulgární,ADJ,předal velkou kytici chtěl omluvit hodně vulgární výraz minulosti adresu použil,0,1,FP
gold_doc_0143,gold_doc_0143_target,výraz,NOUN,předal velkou kytici chtěl omluvit hodně vulgární výraz minulosti adresu použil,0,1,FP
gold_doc_0143,gold_doc_0143_target,minulosti,NOUN,předal velkou kytici chtěl omluvit hodně vulgární výraz minulosti adresu použil,0,1,FP
gold_doc_0143,gold_doc_0143_target,adresu,NOUN,předal velkou kytici chtěl omluvit hodně vulgární výraz minulosti adresu použil,0,1,FP
