text,sentence,document_id,true_label,pred_label,anomaly_score,category
záhad,[Context Not Available],gold_doc_0106,0,1,30316.393573226327,FP
dobrá,[Context Not Available],gold_doc_0421,0,1,30290.33100229769,FP
žalostné,[Context Not Available],gold_doc_0003,1,1,29817.418906597057,TP
jak,[Context Not Available],gold_doc_0106,0,1,29758.6685829843,FP
neřeší,[Context Not Available],gold_doc_0078,0,1,29565.377880240412,FP
vypadá,[Context Not Available],gold_doc_0031,0,1,29311.94181516088,FP
Kolej,[Context Not Available],gold_doc_0228,0,1,29230.954685059616,FP
objevil,[Context Not Available],gold_doc_0080,0,1,29181.789384006042,FP
hlava,[Context Not Available],gold_doc_0085,1,1,28963.258888933302,TP
bojovat,[Context Not Available],gold_doc_0138,0,1,28860.967999595574,FP
růžová,[Context Not Available],gold_doc_0495,1,1,28778.088970666402,TP
slov,[Context Not Available],gold_doc_0042,0,1,28603.516990042604,FP
Nové,[Context Not Available],gold_doc_0237,0,1,28478.579056508097,FP
vyšší,[Context Not Available],gold_doc_0431,0,1,28427.397605900784,FP
Tedy,[Context Not Available],gold_doc_0080,0,1,28419.148198679508,FP
online,[Context Not Available],gold_doc_0442,0,1,28284.017569519256,FP
kluby,[Context Not Available],gold_doc_0045,0,1,28225.99244760928,FP
hnutí,[Context Not Available],gold_doc_0059,0,1,28038.990600199482,FP
hodně,[Context Not Available],gold_doc_0143,1,1,28019.42692602852,TP
Dodal,[Context Not Available],gold_doc_0056,0,1,27935.078283456067,FP
práce,[Context Not Available],gold_doc_0014,0,1,27796.88863399794,FP
vedlo,[Context Not Available],gold_doc_0011,0,1,27655.081650071847,FP
jízdu,[Context Not Available],gold_doc_0431,0,1,27637.08903424502,FP
malé,[Context Not Available],gold_doc_0338,0,1,27466.766311184405,FP
výsledků,[Context Not Available],gold_doc_0059,0,1,27213.640014774635,FP
výzvou,[Context Not Available],gold_doc_0338,1,1,26917.213046425044,TP
peklo,[Context Not Available],gold_doc_0342,1,1,26840.17610891962,TP
sbírky,[Context Not Available],gold_doc_0237,0,1,26495.349007225475,FP
trvající,[Context Not Available],gold_doc_0237,0,1,26390.64479877958,FP
stěžují,[Context Not Available],gold_doc_0464,0,1,26372.36315419334,FP
průměrné,[Context Not Available],gold_doc_0421,0,1,26300.920258672602,FP
možnost,[Context Not Available],gold_doc_0334,0,1,26297.834138665432,FP
kilometrů,[Context Not Available],gold_doc_0071,0,1,26294.303232415245,FP
dojem,[Context Not Available],gold_doc_0085,0,1,26239.992568123114,FP
pondělí,[Context Not Available],gold_doc_0276,0,1,26229.956761735,FP
nechvalně,[Context Not Available],gold_doc_0517,0,1,26142.660855872382,FP
zavařil,[Context Not Available],gold_doc_0045,1,1,25979.783317448673,TP
Naštval,[Context Not Available],gold_doc_0280,0,1,25783.701672276355,FP
použil,[Context Not Available],gold_doc_0143,0,1,25632.182636230547,FP
zoufale,[Context Not Available],gold_doc_0031,1,1,25320.96705333148,TP
průběhu,[Context Not Available],gold_doc_0201,0,1,25297.717778009293,FP
plném,[Context Not Available],gold_doc_0405,0,1,25173.88430424914,FP
Výsledky,[Context Not Available],gold_doc_0339,0,1,24964.489180017747,FP
vhodná,[Context Not Available],gold_doc_0430,0,1,24962.351263110824,FP
babičky,[Context Not Available],gold_doc_0304,1,1,24908.579353444416,TP
meziročně,[Context Not Available],gold_doc_0329,0,1,24792.308621248416,FP
došlo,[Context Not Available],gold_doc_0077,0,1,24725.39090864241,FP
nedořešená,[Context Not Available],gold_doc_0084,0,1,24647.539549581306,FP
nádrží,[Context Not Available],gold_doc_0430,0,1,24643.92543345196,FP
mizerná,[Context Not Available],gold_doc_0007,1,1,24604.294827212514,TP
důvěru,[Context Not Available],gold_doc_0041,0,1,24382.15881494324,FP
vhodných,[Context Not Available],gold_doc_0072,0,0,24369.453280401664,TN
Euro,[Context Not Available],gold_doc_0166,0,0,24040.11626852355,TN
normami,[Context Not Available],gold_doc_0287,0,0,24018.64374742084,TN
nastoupila,[Context Not Available],gold_doc_0088,0,0,23950.057920040275,TN
ministr,[Context Not Available],gold_doc_0138,0,0,23930.093591380504,TN
trvat,[Context Not Available],gold_doc_0072,0,0,23793.72570162705,TN
konce,[Context Not Available],gold_doc_0138,0,0,23765.299599441307,TN
celou,[Context Not Available],gold_doc_0042,0,0,23758.126169794206,TN
chtěl,[Context Not Available],gold_doc_0143,0,0,23602.420381050182,TN
divadlo,[Context Not Available],gold_doc_0320,1,0,23513.866423310534,FN
moci,[Context Not Available],gold_doc_0442,0,0,23463.160407513482,TN
pomalu,[Context Not Available],gold_doc_0072,1,0,23443.993938225503,FN
Václavské,[Context Not Available],gold_doc_0502,0,0,23362.070174016164,TN
odmítla,[Context Not Available],gold_doc_0320,0,0,23355.850341820074,TN
normami,[Context Not Available],gold_doc_0287,0,0,23274.33781135354,TN
Policejní,[Context Not Available],gold_doc_0475,0,0,23216.508751145575,TN
nižšími,[Context Not Available],gold_doc_0166,0,0,23144.81913355484,TN
reakci,[Context Not Available],gold_doc_0011,0,0,23096.884896585227,TN
hlavní,[Context Not Available],gold_doc_0077,0,0,23056.727869751678,TN
Naprosté,[Context Not Available],gold_doc_0011,1,0,23051.385115356818,FN
hrubé,[Context Not Available],gold_doc_0210,0,0,23031.00924120648,TN
kandidáta,[Context Not Available],gold_doc_0072,0,0,22997.518013327808,TN
letos,[Context Not Available],gold_doc_0421,0,0,22989.583166089422,TN
zúčastnit,[Context Not Available],gold_doc_0320,0,0,22964.196808797627,TN
slibů,[Context Not Available],gold_doc_0041,0,0,22945.627373136984,TN
jinými,[Context Not Available],gold_doc_0045,0,0,22897.35986727521,TN
minulosti,[Context Not Available],gold_doc_0143,0,0,22792.579600111658,TN
měl,[Context Not Available],gold_doc_0138,0,0,22752.736809071284,TN
těžkooděnce,[Context Not Available],gold_doc_0475,1,0,22732.26129120956,FN
tváře,[Context Not Available],gold_doc_0059,1,0,22718.38116564016,FN
samotného,[Context Not Available],gold_doc_0138,0,0,22716.642270923145,TN
střední,[Context Not Available],gold_doc_0338,0,0,22690.097687121284,TN
žen,[Context Not Available],gold_doc_0210,0,0,22683.335843805293,TN
pouze,[Context Not Available],gold_doc_0317,0,0,22620.479786094882,TN
celé,[Context Not Available],gold_doc_0327,0,0,22447.1419501607,TN
chování,[Context Not Available],gold_doc_0305,0,0,22424.051346011598,TN
Komisař,[Context Not Available],gold_doc_0071,0,0,22357.42844952198,TN
termínech,[Context Not Available],gold_doc_0078,0,0,22345.522154243958,TN
cizině,[Context Not Available],gold_doc_0243,0,0,22337.081648894957,TN
vítězné,[Context Not Available],gold_doc_0059,0,0,22305.161726160564,TN
celý,[Context Not Available],gold_doc_0041,0,0,22260.4459138511,TN
celou,[Context Not Available],gold_doc_0073,0,0,22246.020217799472,TN
zcela,[Context Not Available],gold_doc_0106,0,0,22212.87795496998,TN
připravují,[Context Not Available],gold_doc_0228,0,0,22161.04582996372,TN
normami,[Context Not Available],gold_doc_0166,0,0,22034.23601318495,TN
zahájil,[Context Not Available],gold_doc_0045,0,0,21996.600676449874,TN
let,[Context Not Available],gold_doc_0237,0,0,21920.487739737924,TN
zbabělý,[Context Not Available],gold_doc_0041,1,0,21904.006401871284,FN
informace,[Context Not Available],gold_doc_0361,0,0,21902.880504154546,TN
organizace,[Context Not Available],gold_doc_0230,0,0,21894.843497193597,TN
Euro,[Context Not Available],gold_doc_0287,0,0,21825.07619338706,TN
zbabělé,[Context Not Available],gold_doc_0138,1,0,21809.741096636997,FN
omlouvala,[Context Not Available],gold_doc_0085,0,0,21794.941908874705,TN
neděli,[Context Not Available],gold_doc_0085,0,0,21767.844611664223,TN
nehody,[Context Not Available],gold_doc_0342,0,0,21767.493021932507,TN
celé,[Context Not Available],gold_doc_0502,0,0,21754.359940222374,TN
alarmující,[Context Not Available],gold_doc_0014,1,0,21732.224407170517,FN
voleb,[Context Not Available],gold_doc_0059,0,0,21700.00820115061,TN
bezmála,[Context Not Available],gold_doc_0122,1,0,21608.460350125126,FN
dekret,[Context Not Available],gold_doc_0440,0,0,21524.774207594615,TN
kněžství,[Context Not Available],gold_doc_0228,0,0,21504.4703391641,TN
tiskové,[Context Not Available],gold_doc_0059,0,0,21458.56932913182,TN
útok,[Context Not Available],gold_doc_0491,1,0,21391.02491585424,FN
Jmenovací,[Context Not Available],gold_doc_0440,0,0,21360.897341917265,TN
jelo,[Context Not Available],gold_doc_0071,0,0,21351.916162292644,TN
Vedení,[Context Not Available],gold_doc_0334,0,0,21283.76255101238,TN
východu,[Context Not Available],gold_doc_0077,0,0,21211.243278421003,TN
menších,[Context Not Available],gold_doc_0014,0,0,21129.47690265116,TN
život,[Context Not Available],gold_doc_0106,0,0,21106.35802261399,TN
Nová,[Context Not Available],gold_doc_0317,0,0,21080.700540161448,TN
kraji,[Context Not Available],gold_doc_0430,0,0,21076.73520917141,TN
žalostné,[Context Not Available],gold_doc_0044,1,0,20972.246621792117,FN
procesu,[Context Not Available],gold_doc_0230,0,0,20928.2917291912,TN
katedrála,[Context Not Available],gold_doc_0237,0,0,20902.50182788406,TN
kvalita,[Context Not Available],gold_doc_0421,0,0,20894.287721725195,TN
trhu,[Context Not Available],gold_doc_0014,0,0,20696.232158255872,TN
politické,[Context Not Available],gold_doc_0339,0,0,20665.050823743284,TN
výraz,[Context Not Available],gold_doc_0143,0,0,20645.93471752526,TN
auto,[Context Not Available],gold_doc_0071,0,0,20616.339030241383,TN
získala,[Context Not Available],gold_doc_0435,0,0,20602.914642314903,TN
Školy,[Context Not Available],gold_doc_0424,0,0,20600.881095951092,TN
celém,[Context Not Available],gold_doc_0512,0,0,20582.650236713896,TN
úřadě,[Context Not Available],gold_doc_0495,0,0,20490.765210278074,TN
Součástí,[Context Not Available],gold_doc_0427,0,0,20448.412333775377,TN
Rozdíl,[Context Not Available],gold_doc_0210,0,0,20433.036281075783,TN
tedy,[Context Not Available],gold_doc_0080,0,0,20318.332642739617,TN
kolonách,[Context Not Available],gold_doc_0512,0,0,20295.455770740104,TN
zasahující,[Context Not Available],gold_doc_0342,0,0,20215.460998382943,TN
kandidátů,[Context Not Available],gold_doc_0440,0,0,20181.176420248223,TN
turistů,[Context Not Available],gold_doc_0464,0,0,20007.101551301283,TN
síti,[Context Not Available],gold_doc_0031,0,0,20003.513795828156,TN
mužů,[Context Not Available],gold_doc_0210,0,0,19981.25840020552,TN
otřesná,[Context Not Available],gold_doc_0010,1,0,19904.29849023212,FN
převzala,[Context Not Available],gold_doc_0385,0,0,19885.08626188061,TN
večer,[Context Not Available],gold_doc_0085,0,0,19842.281322752973,TN
zničující,[Context Not Available],gold_doc_0042,0,0,19786.580782722373,TN
body,[Context Not Available],gold_doc_0442,0,0,19784.684651724565,TN
tragické,[Context Not Available],gold_doc_0042,1,0,19635.73555667969,FN
neshodují,[Context Not Available],gold_doc_0091,0,0,19568.023570207337,TN
kabinet,[Context Not Available],gold_doc_0041,0,0,19552.438594160005,TN
česká,[Context Not Available],gold_doc_0435,0,0,19537.13646252603,TN
hasiče,[Context Not Available],gold_doc_0342,0,0,19506.788162204033,TN
vulgární,[Context Not Available],gold_doc_0143,0,0,19422.27004242018,TN
převzalo,[Context Not Available],gold_doc_0440,0,0,19369.102883119755,TN
vyhlášení,[Context Not Available],gold_doc_0059,0,0,19365.06629034328,TN
pokuta,[Context Not Available],gold_doc_0431,0,0,19343.708732530933,TN
zákonem,[Context Not Available],gold_doc_0313,0,0,19256.837359211055,TN
tlakem,[Context Not Available],gold_doc_0281,0,0,19239.766197227105,TN
prostředí,[Context Not Available],gold_doc_0244,0,0,19143.00287659825,TN
poničili,[Context Not Available],gold_doc_0276,0,0,19108.56643696657,TN
osobností,[Context Not Available],gold_doc_0072,0,0,19056.481460766667,TN
konferenci,[Context Not Available],gold_doc_0059,0,0,18974.65918244679,TN
typickým,[Context Not Available],gold_doc_0305,1,0,18937.455471610625,FN
mystický,[Context Not Available],gold_doc_0106,1,0,18860.71105661342,FN
HDP,[Context Not Available],gold_doc_0329,0,0,18826.80640131007,TN
veřejné,[Context Not Available],gold_doc_0237,0,0,18811.558116977885,TN
jednotku,[Context Not Available],gold_doc_0385,0,0,18771.810540676914,TN
sírových,[Context Not Available],gold_doc_0244,0,0,18764.710770865117,TN
cenné,[Context Not Available],gold_doc_0361,0,0,18711.092768719045,TN
pomalému,[Context Not Available],gold_doc_0317,0,0,18682.249897050402,TN
aféra,[Context Not Available],gold_doc_0085,0,0,18664.88532108759,TN
vlka,[Context Not Available],gold_doc_0305,0,0,18648.319431241292,TN
kytici,[Context Not Available],gold_doc_0143,0,0,18610.55365740147,TN
dopravy,[Context Not Available],gold_doc_0174,0,0,18593.65042113553,TN
vjezd,[Context Not Available],gold_doc_0287,0,0,18584.396143636346,TN
hrozí,[Context Not Available],gold_doc_0431,0,0,18550.456714183354,TN
červenou,[Context Not Available],gold_doc_0431,0,0,18526.676984835332,TN
nazvala,[Context Not Available],gold_doc_0320,0,0,18478.190624842326,TN
tu,[Context Not Available],gold_doc_0122,0,0,18430.156604606665,TN
postupně,[Context Not Available],gold_doc_0502,0,0,18385.076773640078,TN
vedl,[Context Not Available],gold_doc_0106,0,0,18370.87050142207,TN
spisy,[Context Not Available],gold_doc_0106,0,0,18367.983296354192,TN
systém,[Context Not Available],gold_doc_0276,0,0,18348.229760643226,TN
pracovních,[Context Not Available],gold_doc_0165,0,0,18291.223620012704,TN
byla,[Context Not Available],gold_doc_0077,0,0,18274.351732997093,TN
vyšplhá,[Context Not Available],gold_doc_0453,1,0,18246.291206406826,FN
kombinované,[Context Not Available],gold_doc_0392,0,0,18204.096409404232,TN
rozsahu,[Context Not Available],gold_doc_0405,0,0,18202.26735420482,TN
chodbu,[Context Not Available],gold_doc_0077,0,0,18185.823373287993,TN
obrovskou,[Context Not Available],gold_doc_0338,0,0,18167.74727865189,TN
důchodců,[Context Not Available],gold_doc_0044,0,0,18140.858226844786,TN
zbrojovka,[Context Not Available],gold_doc_0435,0,0,18043.031516694486,TN
české,[Context Not Available],gold_doc_0044,0,0,17931.662607320155,TN
Výnosy,[Context Not Available],gold_doc_0421,0,0,17915.896277230757,TN
sledovat,[Context Not Available],gold_doc_0442,0,0,17883.445950449248,TN
emisními,[Context Not Available],gold_doc_0166,0,0,17880.62720012343,TN
podnikají,[Context Not Available],gold_doc_0122,0,0,17875.5799146522,TN
reforma,[Context Not Available],gold_doc_0338,0,0,17851.29836983523,TN
měl,[Context Not Available],gold_doc_0313,0,0,17803.89926202981,TN
zájemců,[Context Not Available],gold_doc_0073,0,0,17721.739712768638,TN
stromů,[Context Not Available],gold_doc_0427,0,0,17713.03225971349,TN
emisními,[Context Not Available],gold_doc_0287,0,0,17670.86070539936,TN
míst,[Context Not Available],gold_doc_0165,0,0,17649.766857391118,TN
páry,[Context Not Available],gold_doc_0491,0,0,17581.541340898257,TN
viny,[Context Not Available],gold_doc_0405,0,0,17571.812601559057,TN
vjezd,[Context Not Available],gold_doc_0166,0,0,17529.319168014725,TN
Skutečnost,[Context Not Available],gold_doc_0495,0,0,17489.65615703762,TN
expedicích,[Context Not Available],gold_doc_0244,0,0,17450.670138379588,TN
tabletů,[Context Not Available],gold_doc_0424,0,0,17449.107269834814,TN
zlom,[Context Not Available],gold_doc_0339,1,0,17434.522302123052,FN
orgánů,[Context Not Available],gold_doc_0011,0,0,17429.143761247145,TN
selhání,[Context Not Available],gold_doc_0011,0,0,17427.00226170906,TN
prodejní,[Context Not Available],gold_doc_0276,0,0,17401.94603730086,TN
zahrnoval,[Context Not Available],gold_doc_0370,0,0,17353.07331638912,TN
minulosti,[Context Not Available],gold_doc_0313,0,0,17235.832260924395,TN
studentům,[Context Not Available],gold_doc_0228,0,0,17227.44003500096,TN
rodiny,[Context Not Available],gold_doc_0491,0,0,17218.644347801415,TN
povolalo,[Context Not Available],gold_doc_0475,0,0,17211.599030075242,TN
roky,[Context Not Available],gold_doc_0244,0,0,17172.47763756427,TN
pohybuje,[Context Not Available],gold_doc_0384,0,0,17131.08345936475,TN
sto,[Context Not Available],gold_doc_0071,0,0,17128.916834042786,TN
patetických,[Context Not Available],gold_doc_0078,1,0,17092.278196412622,FN
pouze,[Context Not Available],gold_doc_0078,0,0,17049.927772111347,TN
velkou,[Context Not Available],gold_doc_0143,0,0,17023.099870547896,TN
jaderných,[Context Not Available],gold_doc_0205,0,0,17007.880649877006,TN
jeskyní,[Context Not Available],gold_doc_0244,0,0,17004.652703113105,TN
referendu,[Context Not Available],gold_doc_0240,0,0,17001.421680618787,TN
podobných,[Context Not Available],gold_doc_0243,0,0,16957.254938591304,TN
roboti,[Context Not Available],gold_doc_0276,0,0,16938.72506450439,TN
zemích,[Context Not Available],gold_doc_0084,0,0,16935.85471944276,TN
skupině,[Context Not Available],gold_doc_0192,0,0,16922.751941445313,TN
nelegálně,[Context Not Available],gold_doc_0327,0,0,16913.34975597819,TN
prvního,[Context Not Available],gold_doc_0201,0,0,16898.085078720796,TN
byrokracii,[Context Not Available],gold_doc_0317,1,0,16876.004587354786,FN
peníze,[Context Not Available],gold_doc_0237,0,0,16836.520656764056,TN
Ceny,[Context Not Available],gold_doc_0139,0,0,16763.935019228025,TN
absenci,[Context Not Available],gold_doc_0072,0,0,16748.62207403061,TN
opilých,[Context Not Available],gold_doc_0464,0,0,16699.656199402183,TN
neskutečné,[Context Not Available],gold_doc_0139,1,0,16673.168175678114,FN
osobních,[Context Not Available],gold_doc_0174,0,0,16671.27208302271,TN
nižšími,[Context Not Available],gold_doc_0287,0,0,16546.620293778302,TN
odhalil,[Context Not Available],gold_doc_0305,0,0,16525.88475214007,TN
skoro,[Context Not Available],gold_doc_0073,1,0,16522.484965623084,FN
Řidiči,[Context Not Available],gold_doc_0442,0,0,16456.745364784045,TN
terapie,[Context Not Available],gold_doc_0392,0,0,16455.42374316817,TN
splnilo,[Context Not Available],gold_doc_0073,0,0,16444.9564453264,TN
dokládají,[Context Not Available],gold_doc_0106,0,0,16442.458349536257,TN
sněmovních,[Context Not Available],gold_doc_0059,0,0,16417.415398881883,TN
proces,[Context Not Available],gold_doc_0370,0,0,16413.552798897566,TN
dostala,[Context Not Available],gold_doc_0237,0,0,16407.271393571886,TN
státech,[Context Not Available],gold_doc_0080,0,0,16381.372756422368,TN
centru,[Context Not Available],gold_doc_0415,0,0,16261.058405861006,TN
schvalování,[Context Not Available],gold_doc_0317,0,0,16187.337754344177,TN
průměru,[Context Not Available],gold_doc_0210,0,0,16177.546243902847,TN
prosinec,[Context Not Available],gold_doc_0276,0,0,16171.232205099022,TN
silným,[Context Not Available],gold_doc_0281,1,0,16154.497305625076,FN
Zóny,[Context Not Available],gold_doc_0166,0,0,16126.960811170147,TN
náměstí,[Context Not Available],gold_doc_0502,0,0,16093.53452519849,TN
nákup,[Context Not Available],gold_doc_0424,0,0,16077.700188905268,TN
znamenají,[Context Not Available],gold_doc_0339,0,0,16068.631937783823,TN
zaplnili,[Context Not Available],gold_doc_0502,0,0,16055.567321471957,TN
dalších,[Context Not Available],gold_doc_0080,0,0,16016.192870457273,TN
srážce,[Context Not Available],gold_doc_0174,0,0,15943.317325436812,TN
města,[Context Not Available],gold_doc_0415,0,0,15870.518800244976,TN
nečekaný,[Context Not Available],gold_doc_0091,0,0,15732.244447527053,TN
ostravsku,[Context Not Available],gold_doc_0495,0,0,15714.426877183801,TN
bankrotu,[Context Not Available],gold_doc_0334,0,0,15708.462410945782,TN
Opozice,[Context Not Available],gold_doc_0320,0,0,15688.902292433746,TN
historický,[Context Not Available],gold_doc_0339,0,0,15681.836541345518,TN
pavoučí,[Context Not Available],gold_doc_0244,0,0,15646.859615352823,TN
proměnilo,[Context Not Available],gold_doc_0342,0,0,15629.2267456252,TN
Rozhodnutí,[Context Not Available],gold_doc_0138,0,0,15612.198975468897,TN
pololetí,[Context Not Available],gold_doc_0201,0,0,15596.332178369657,TN
spoluobčanům,[Context Not Available],gold_doc_0085,0,0,15586.945684321709,TN
zaměřit,[Context Not Available],gold_doc_0056,0,0,15518.439325265417,TN
Místní,[Context Not Available],gold_doc_0464,0,0,15508.0472615565,TN
poslaneckými,[Context Not Available],gold_doc_0045,0,0,15505.725748413342,TN
událostí,[Context Not Available],gold_doc_0243,0,0,15473.649489205493,TN
stála,[Context Not Available],gold_doc_0512,0,0,15470.373711259734,TN
kombinované,[Context Not Available],gold_doc_0192,0,0,15459.781849465437,TN
účinnost,[Context Not Available],gold_doc_0392,0,0,15420.299031680857,TN
Nález,[Context Not Available],gold_doc_0415,0,0,15415.425764986037,TN
šlo,[Context Not Available],gold_doc_0077,0,0,15403.233485882387,TN
jednání,[Context Not Available],gold_doc_0056,0,0,15396.364586518266,TN
Podpora,[Context Not Available],gold_doc_0217,0,0,15386.016634425452,TN
odvětvích,[Context Not Available],gold_doc_0007,0,0,15291.012256368998,TN
ochrany,[Context Not Available],gold_doc_0283,0,0,15252.430241442784,TN
zastavil,[Context Not Available],gold_doc_0088,0,0,15234.722136435546,TN
došlo,[Context Not Available],gold_doc_0174,0,0,15204.222166785295,TN
odvětvích,[Context Not Available],gold_doc_0215,0,0,15196.120072180804,TN
platnost,[Context Not Available],gold_doc_0388,0,0,15164.318956319526,TN
platy,[Context Not Available],gold_doc_0210,0,0,15135.71926930482,TN
letos,[Context Not Available],gold_doc_0237,0,0,15134.55584944946,TN
regionech,[Context Not Available],gold_doc_0014,0,0,15099.6584568692,TN
fáze,[Context Not Available],gold_doc_0088,0,0,15088.955482485399,TN
pila,[Context Not Available],gold_doc_0385,0,0,15074.49581011252,TN
studie,[Context Not Available],gold_doc_0392,0,0,15071.012984528956,TN
zkoumali,[Context Not Available],gold_doc_0244,0,0,15033.571479330443,TN
Zóny,[Context Not Available],gold_doc_0287,0,0,15003.382169061839,TN
státech,[Context Not Available],gold_doc_0205,0,0,14986.186040022063,TN
nálezů,[Context Not Available],gold_doc_0091,0,0,14977.509990686061,TN
terapie,[Context Not Available],gold_doc_0192,0,0,14944.077665303414,TN
vládní,[Context Not Available],gold_doc_0041,0,0,14942.515295627203,TN
strany,[Context Not Available],gold_doc_0327,0,0,14916.798913959721,TN
nové,[Context Not Available],gold_doc_0388,0,0,14912.633474790815,TN
zdanění,[Context Not Available],gold_doc_0084,0,0,14911.799961157894,TN
trhu,[Context Not Available],gold_doc_0088,0,0,14881.117893614955,TN
pacientů,[Context Not Available],gold_doc_0192,0,0,14807.185593995911,TN
ústupek,[Context Not Available],gold_doc_0041,0,0,14801.018595648624,TN
teologie,[Context Not Available],gold_doc_0228,0,0,14746.072495034074,TN
pacientů,[Context Not Available],gold_doc_0392,0,0,14727.541599258313,TN
nízkopříjmové,[Context Not Available],gold_doc_0491,0,0,14693.033039484952,TN
nachází,[Context Not Available],gold_doc_0415,0,0,14681.153103887365,TN
HDP,[Context Not Available],gold_doc_0217,0,0,14678.156833510599,TN
nové,[Context Not Available],gold_doc_0045,0,0,14677.72961296524,TN
považuje,[Context Not Available],gold_doc_0334,0,0,14583.064630598532,TN
inovací,[Context Not Available],gold_doc_0217,0,0,14575.907029786555,TN
populace,[Context Not Available],gold_doc_0044,0,0,14519.836728279044,TN
hlasování,[Context Not Available],gold_doc_0320,0,0,14500.186428344752,TN
peníze,[Context Not Available],gold_doc_0424,0,0,14476.998477265537,TN
režimu,[Context Not Available],gold_doc_0201,0,0,14462.498067170418,TN
vytvoří,[Context Not Available],gold_doc_0165,0,0,14453.788456740445,TN
Dohoda,[Context Not Available],gold_doc_0205,0,0,14442.72995680445,TN
podivných,[Context Not Available],gold_doc_0106,0,0,14435.226372112364,TN
celou,[Context Not Available],gold_doc_0304,0,0,14375.074971480346,TN
Tempo,[Context Not Available],gold_doc_0003,0,0,14299.021647337386,TN
Zakázku,[Context Not Available],gold_doc_0435,0,0,14277.68391858411,TN
poslanců,[Context Not Available],gold_doc_0280,0,0,14267.229847123246,TN
nalezeny,[Context Not Available],gold_doc_0121,0,0,14215.748179888056,TN
náměstí,[Context Not Available],gold_doc_0512,0,0,14189.224314140925,TN
pendlerů,[Context Not Available],gold_doc_0084,1,0,14155.126910187653,FN
Poškození,[Context Not Available],gold_doc_0042,0,0,14113.92943848148,TN
nearshoring,[Context Not Available],gold_doc_0334,1,0,14107.487333103465,FN
extrémního,[Context Not Available],gold_doc_0244,0,0,14055.686729757152,TN
tlačenici,[Context Not Available],gold_doc_0077,1,0,14037.97043345949,FN
používají,[Context Not Available],gold_doc_0327,0,0,14034.163379274425,TN
vozidel,[Context Not Available],gold_doc_0174,0,0,14020.91928626245,TN
voličů,[Context Not Available],gold_doc_0327,0,0,14013.629339849515,TN
omezí,[Context Not Available],gold_doc_0166,0,0,13973.861294029231,TN
předal,[Context Not Available],gold_doc_0143,0,0,13928.379774895096,TN
Produktivita,[Context Not Available],gold_doc_0007,0,0,13915.438860944356,TN
práce,[Context Not Available],gold_doc_0007,0,0,13914.529626132968,TN
čistoty,[Context Not Available],gold_doc_0010,0,0,13880.458433768199,TN
Vývoj,[Context Not Available],gold_doc_0014,0,0,13855.55438696628,TN
chce,[Context Not Available],gold_doc_0056,0,0,13830.56460285356,TN
nová,[Context Not Available],gold_doc_0088,0,0,13805.301008494474,TN
vstupenky,[Context Not Available],gold_doc_0276,0,0,13804.041025248052,TN
vystoupily,[Context Not Available],gold_doc_0059,0,0,13776.3152427122,TN
bandy,[Context Not Available],gold_doc_0464,1,0,13773.256715727099,FN
omezí,[Context Not Available],gold_doc_0287,0,0,13765.145589655127,TN
potvrdil,[Context Not Available],gold_doc_0071,0,0,13739.596906374318,TN
