document_id,sentence_id,form,pos,sentence_context,true_label,pred_label,category
gold_doc_0041,gold_doc_0041_target,kabinet,NOUN,Tento zbabělý ústupek ze slibů narušuje důvěru v celý vládní kabinet .,0,1,FP
gold_doc_0042,gold_doc_0042_target,Poškození,NOUN,Poškození klíčových strojů je tragické a podle slov ředitele zničující pro celou firmu .,0,1,FP
gold_doc_0042,gold_doc_0042_target,klíčových,ADJ,Poškození klíčových strojů je tragické a podle slov ředitele zničující pro celou firmu .,0,1,FP
gold_doc_0042,gold_doc_0042_target,strojů,NOUN,Poškození klíčových strojů je tragické a podle slov ředitele zničující pro celou firmu .,0,1,FP
gold_doc_0042,gold_doc_0042_target,tragické,ADJ,Poškození klíčových strojů je tragické a podle slov ředitele zničující pro celou firmu .,1,1,TP
gold_doc_0042,gold_doc_0042_target,slov,NOUN,Poškození klíčových strojů je tragické a podle slov ředitele zničující pro celou firmu .,0,1,FP
gold_doc_0042,gold_doc_0042_target,ředitele,NOUN,Poškození klíčových strojů je tragické a podle slov ředitele zničující pro celou firmu .,0,1,FP
gold_doc_0042,gold_doc_0042_target,zničující,ADJ,Poškození klíčových strojů je tragické a podle slov ředitele zničující pro celou firmu .,0,1,FP
gold_doc_0042,gold_doc_0042_target,celou,ADJ,Poškození klíčových strojů je tragické a podle slov ředitele zničující pro celou firmu .,0,1,FP
gold_doc_0042,gold_doc_0042_target,firmu,NOUN,Poškození klíčových strojů je tragické a podle slov ředitele zničující pro celou firmu .,0,1,FP
gold_doc_0044,gold_doc_0044_target,Aktuální,ADJ,"Aktuální tempo vakcinace české populace , zjeména důchodců , můžeme označit za žalostné .",0,1,FP
gold_doc_0044,gold_doc_0044_target,tempo,NOUN,"Aktuální tempo vakcinace české populace , zjeména důchodců , můžeme označit za žalostné .",0,1,FP
gold_doc_0044,gold_doc_0044_target,vakcinace,NOUN,"Aktuální tempo vakcinace české populace , zjeména důchodců , můžeme označit za žalostné .",0,1,FP
gold_doc_0044,gold_doc_0044_target,české,ADJ,"Aktuální tempo vakcinace české populace , zjeména důchodců , můžeme označit za žalostné .",0,1,FP
gold_doc_0044,gold_doc_0044_target,populace,NOUN,"Aktuální tempo vakcinace české populace , zjeména důchodců , můžeme označit za žalostné .",0,1,FP
gold_doc_0044,gold_doc_0044_target,zjeména,ADJ,"Aktuální tempo vakcinace české populace , zjeména důchodců , můžeme označit za žalostné .",0,1,FP
gold_doc_0044,gold_doc_0044_target,důchodců,NOUN,"Aktuální tempo vakcinace české populace , zjeména důchodců , můžeme označit za žalostné .",0,1,FP
gold_doc_0044,gold_doc_0044_target,můžeme,VERB,"Aktuální tempo vakcinace české populace , zjeména důchodců , můžeme označit za žalostné .",0,1,FP
gold_doc_0044,gold_doc_0044_target,označit,VERB,"Aktuální tempo vakcinace české populace , zjeména důchodců , můžeme označit za žalostné .",0,1,FP
gold_doc_0044,gold_doc_0044_target,žalostné,ADJ,"Aktuální tempo vakcinace české populace , zjeména důchodců , můžeme označit za žalostné .",1,1,TP
gold_doc_0045,gold_doc_0045_target,zavařil,VERB,Babiš si zavařil sám a proto zahájil nové jednání s jinými poslaneckými kluby .,1,1,TP
gold_doc_0045,gold_doc_0045_target,zahájil,VERB,Babiš si zavařil sám a proto zahájil nové jednání s jinými poslaneckými kluby .,0,0,TN
gold_doc_0045,gold_doc_0045_target,nové,ADJ,Babiš si zavařil sám a proto zahájil nové jednání s jinými poslaneckými kluby .,0,0,TN
gold_doc_0045,gold_doc_0045_target,jednání,NOUN,Babiš si zavařil sám a proto zahájil nové jednání s jinými poslaneckými kluby .,0,0,TN
gold_doc_0045,gold_doc_0045_target,jinými,ADJ,Babiš si zavařil sám a proto zahájil nové jednání s jinými poslaneckými kluby .,0,0,TN
gold_doc_0045,gold_doc_0045_target,poslaneckými,ADJ,Babiš si zavařil sám a proto zahájil nové jednání s jinými poslaneckými kluby .,0,0,TN
gold_doc_0045,gold_doc_0045_target,kluby,NOUN,Babiš si zavařil sám a proto zahájil nové jednání s jinými poslaneckými kluby .,0,0,TN
gold_doc_0056,gold_doc_0056_target,Dodal,VERB,"Dodal , že firma se chce zaměřit na jednání s městem o nastavení pravidel pro bikesharing .",0,0,TN
gold_doc_0056,gold_doc_0056_target,firma,NOUN,"Dodal , že firma se chce zaměřit na jednání s městem o nastavení pravidel pro bikesharing .",0,0,TN
gold_doc_0056,gold_doc_0056_target,chce,VERB,"Dodal , že firma se chce zaměřit na jednání s městem o nastavení pravidel pro bikesharing .",0,0,TN
gold_doc_0056,gold_doc_0056_target,zaměřit,VERB,"Dodal , že firma se chce zaměřit na jednání s městem o nastavení pravidel pro bikesharing .",0,0,TN
gold_doc_0056,gold_doc_0056_target,jednání,NOUN,"Dodal , že firma se chce zaměřit na jednání s městem o nastavení pravidel pro bikesharing .",0,0,TN
gold_doc_0056,gold_doc_0056_target,městem,NOUN,"Dodal , že firma se chce zaměřit na jednání s městem o nastavení pravidel pro bikesharing .",0,0,TN
gold_doc_0056,gold_doc_0056_target,nastavení,NOUN,"Dodal , že firma se chce zaměřit na jednání s městem o nastavení pravidel pro bikesharing .",0,0,TN
gold_doc_0056,gold_doc_0056_target,pravidel,NOUN,"Dodal , že firma se chce zaměřit na jednání s městem o nastavení pravidel pro bikesharing .",0,0,TN
gold_doc_0056,gold_doc_0056_target,bikesharing,NOUN,"Dodal , že firma se chce zaměřit na jednání s městem o nastavení pravidel pro bikesharing .",1,0,FN
gold_doc_0059,gold_doc_0059_target,tváře,NOUN,Když tváře hnutí ANO vystoupily na vítězné tiskové konferenci po vyhlášení výsledků sněmovních voleb .,1,1,TP
gold_doc_0059,gold_doc_0059_target,hnutí,NOUN,Když tváře hnutí ANO vystoupily na vítězné tiskové konferenci po vyhlášení výsledků sněmovních voleb .,0,0,TN
gold_doc_0059,gold_doc_0059_target,vystoupily,VERB,Když tváře hnutí ANO vystoupily na vítězné tiskové konferenci po vyhlášení výsledků sněmovních voleb .,0,0,TN
gold_doc_0059,gold_doc_0059_target,vítězné,ADJ,Když tváře hnutí ANO vystoupily na vítězné tiskové konferenci po vyhlášení výsledků sněmovních voleb .,0,1,FP
gold_doc_0059,gold_doc_0059_target,tiskové,ADJ,Když tváře hnutí ANO vystoupily na vítězné tiskové konferenci po vyhlášení výsledků sněmovních voleb .,0,0,TN
gold_doc_0059,gold_doc_0059_target,konferenci,NOUN,Když tváře hnutí ANO vystoupily na vítězné tiskové konferenci po vyhlášení výsledků sněmovních voleb .,0,0,TN
gold_doc_0059,gold_doc_0059_target,vyhlášení,NOUN,Když tváře hnutí ANO vystoupily na vítězné tiskové konferenci po vyhlášení výsledků sněmovních voleb .,0,0,TN
gold_doc_0059,gold_doc_0059_target,výsledků,NOUN,Když tváře hnutí ANO vystoupily na vítězné tiskové konferenci po vyhlášení výsledků sněmovních voleb .,0,0,TN
gold_doc_0059,gold_doc_0059_target,sněmovních,ADJ,Když tváře hnutí ANO vystoupily na vítězné tiskové konferenci po vyhlášení výsledků sněmovních voleb .,0,0,TN
gold_doc_0059,gold_doc_0059_target,voleb,NOUN,Když tváře hnutí ANO vystoupily na vítězné tiskové konferenci po vyhlášení výsledků sněmovních voleb .,0,0,TN
gold_doc_0071,gold_doc_0071_target,Komisař,NOUN,"Komisař potvrdil , že auto jelo asi sto třicet kilometrů za hodinu .",0,0,TN
gold_doc_0071,gold_doc_0071_target,potvrdil,VERB,"Komisař potvrdil , že auto jelo asi sto třicet kilometrů za hodinu .",0,0,TN
gold_doc_0071,gold_doc_0071_target,auto,NOUN,"Komisař potvrdil , že auto jelo asi sto třicet kilometrů za hodinu .",0,0,TN
gold_doc_0071,gold_doc_0071_target,jelo,VERB,"Komisař potvrdil , že auto jelo asi sto třicet kilometrů za hodinu .",0,0,TN
gold_doc_0071,gold_doc_0071_target,sto,NOUN,"Komisař potvrdil , že auto jelo asi sto třicet kilometrů za hodinu .",0,0,TN
gold_doc_0071,gold_doc_0071_target,kilometrů,NOUN,"Komisař potvrdil , že auto jelo asi sto třicet kilometrů za hodinu .",0,0,TN
gold_doc_0071,gold_doc_0071_target,hodinu,NOUN,"Komisař potvrdil , že auto jelo asi sto třicet kilometrů za hodinu .",0,0,TN
gold_doc_0072,gold_doc_0072_target,Hledání,NOUN,"Hledání nového kandidáta bude trvat pomalu měsíc , kvůli absenci vhodných osobností .",0,1,FP
gold_doc_0072,gold_doc_0072_target,nového,ADJ,"Hledání nového kandidáta bude trvat pomalu měsíc , kvůli absenci vhodných osobností .",0,0,TN
gold_doc_0072,gold_doc_0072_target,kandidáta,NOUN,"Hledání nového kandidáta bude trvat pomalu měsíc , kvůli absenci vhodných osobností .",0,1,FP
gold_doc_0072,gold_doc_0072_target,trvat,VERB,"Hledání nového kandidáta bude trvat pomalu měsíc , kvůli absenci vhodných osobností .",0,0,TN
gold_doc_0072,gold_doc_0072_target,pomalu,ADV,"Hledání nového kandidáta bude trvat pomalu měsíc , kvůli absenci vhodných osobností .",1,1,TP
gold_doc_0072,gold_doc_0072_target,měsíc,NOUN,"Hledání nového kandidáta bude trvat pomalu měsíc , kvůli absenci vhodných osobností .",0,0,TN
gold_doc_0072,gold_doc_0072_target,absenci,NOUN,"Hledání nového kandidáta bude trvat pomalu měsíc , kvůli absenci vhodných osobností .",0,1,FP
gold_doc_0072,gold_doc_0072_target,vhodných,ADJ,"Hledání nového kandidáta bude trvat pomalu měsíc , kvůli absenci vhodných osobností .",0,1,FP
gold_doc_0072,gold_doc_0072_target,osobností,NOUN,"Hledání nového kandidáta bude trvat pomalu měsíc , kvůli absenci vhodných osobností .",0,1,FP
gold_doc_0073,gold_doc_0073_target,Kritizované,ADJ,Kritizované podmínky splnilo skoro všech pět zájemců o celou zakázku .,0,1,FP
gold_doc_0073,gold_doc_0073_target,podmínky,NOUN,Kritizované podmínky splnilo skoro všech pět zájemců o celou zakázku .,0,0,TN
gold_doc_0073,gold_doc_0073_target,splnilo,VERB,Kritizované podmínky splnilo skoro všech pět zájemců o celou zakázku .,0,0,TN
gold_doc_0073,gold_doc_0073_target,skoro,ADV,Kritizované podmínky splnilo skoro všech pět zájemců o celou zakázku .,1,1,TP
gold_doc_0073,gold_doc_0073_target,zájemců,NOUN,Kritizované podmínky splnilo skoro všech pět zájemců o celou zakázku .,0,0,TN
gold_doc_0073,gold_doc_0073_target,celou,ADJ,Kritizované podmínky splnilo skoro všech pět zájemců o celou zakázku .,0,0,TN
gold_doc_0073,gold_doc_0073_target,zakázku,NOUN,Kritizované podmínky splnilo skoro všech pět zájemců o celou zakázku .,0,0,TN
gold_doc_0077,gold_doc_0077_target,Opravdu,ADV,"Opravdu šlo o tu chodbu , která byla u východu z té hlavní dvorany , ve které došlo k tlačenici .",0,1,FP
gold_doc_0077,gold_doc_0077_target,šlo,VERB,"Opravdu šlo o tu chodbu , která byla u východu z té hlavní dvorany , ve které došlo k tlačenici .",0,0,TN
gold_doc_0077,gold_doc_0077_target,chodbu,NOUN,"Opravdu šlo o tu chodbu , která byla u východu z té hlavní dvorany , ve které došlo k tlačenici .",0,0,TN
gold_doc_0077,gold_doc_0077_target,byla,VERB,"Opravdu šlo o tu chodbu , která byla u východu z té hlavní dvorany , ve které došlo k tlačenici .",0,0,TN
gold_doc_0077,gold_doc_0077_target,východu,NOUN,"Opravdu šlo o tu chodbu , která byla u východu z té hlavní dvorany , ve které došlo k tlačenici .",0,0,TN
gold_doc_0077,gold_doc_0077_target,hlavní,ADJ,"Opravdu šlo o tu chodbu , která byla u východu z té hlavní dvorany , ve které došlo k tlačenici .",0,0,TN
gold_doc_0077,gold_doc_0077_target,dvorany,NOUN,"Opravdu šlo o tu chodbu , která byla u východu z té hlavní dvorany , ve které došlo k tlačenici .",0,0,TN
gold_doc_0077,gold_doc_0077_target,došlo,VERB,"Opravdu šlo o tu chodbu , která byla u východu z té hlavní dvorany , ve které došlo k tlačenici .",0,0,TN
gold_doc_0077,gold_doc_0077_target,tlačenici,NOUN,"Opravdu šlo o tu chodbu , která byla u východu z té hlavní dvorany , ve které došlo k tlačenici .",1,1,TP
gold_doc_0078,gold_doc_0078_target,nemusíme,VERB,"A že nemusíme mluvit pouze v patetických termínech , které nic neřeší .",0,1,FP
gold_doc_0078,gold_doc_0078_target,mluvit,VERB,"A že nemusíme mluvit pouze v patetických termínech , které nic neřeší .",0,1,FP
gold_doc_0078,gold_doc_0078_target,pouze,ADV,"A že nemusíme mluvit pouze v patetických termínech , které nic neřeší .",0,1,FP
gold_doc_0078,gold_doc_0078_target,patetických,ADJ,"A že nemusíme mluvit pouze v patetických termínech , které nic neřeší .",1,1,TP
gold_doc_0078,gold_doc_0078_target,termínech,NOUN,"A že nemusíme mluvit pouze v patetických termínech , které nic neřeší .",0,1,FP
gold_doc_0078,gold_doc_0078_target,neřeší,VERB,"A že nemusíme mluvit pouze v patetických termínech , které nic neřeší .",0,1,FP
gold_doc_0080,gold_doc_0080_target,Tedy,ADV,"Tedy případ , který se objevil v Rakousku , což je tedy šarže v dalších státech jako je Dánsko .",0,1,FP
gold_doc_0080,gold_doc_0080_target,případ,NOUN,"Tedy případ , který se objevil v Rakousku , což je tedy šarže v dalších státech jako je Dánsko .",0,0,TN
gold_doc_0080,gold_doc_0080_target,objevil,VERB,"Tedy případ , který se objevil v Rakousku , což je tedy šarže v dalších státech jako je Dánsko .",0,0,TN
gold_doc_0080,gold_doc_0080_target,tedy,ADV,"Tedy případ , který se objevil v Rakousku , což je tedy šarže v dalších státech jako je Dánsko .",0,1,FP
gold_doc_0080,gold_doc_0080_target,šarže,NOUN,"Tedy případ , který se objevil v Rakousku , což je tedy šarže v dalších státech jako je Dánsko .",1,1,TP
gold_doc_0080,gold_doc_0080_target,dalších,ADJ,"Tedy případ , který se objevil v Rakousku , což je tedy šarže v dalších státech jako je Dánsko .",0,0,TN
gold_doc_0080,gold_doc_0080_target,státech,NOUN,"Tedy případ , který se objevil v Rakousku , což je tedy šarže v dalších státech jako je Dánsko .",0,0,TN
gold_doc_0080,gold_doc_0080_target,je,VERB,"Tedy případ , který se objevil v Rakousku , což je tedy šarže v dalších státech jako je Dánsko .",0,0,TN
gold_doc_0084,gold_doc_0084_target,Stále,ADV,Stále nedořešená je otázka pendlerů a jejich zdanění v obou zemích .,0,1,FP
gold_doc_0084,gold_doc_0084_target,nedořešená,ADJ,Stále nedořešená je otázka pendlerů a jejich zdanění v obou zemích .,0,1,FP
gold_doc_0084,gold_doc_0084_target,otázka,NOUN,Stále nedořešená je otázka pendlerů a jejich zdanění v obou zemích .,0,0,TN
gold_doc_0084,gold_doc_0084_target,pendlerů,NOUN,Stále nedořešená je otázka pendlerů a jejich zdanění v obou zemích .,1,0,FN
gold_doc_0084,gold_doc_0084_target,zdanění,NOUN,Stále nedořešená je otázka pendlerů a jejich zdanění v obou zemích .,0,0,TN
gold_doc_0084,gold_doc_0084_target,zemích,NOUN,Stále nedořešená je otázka pendlerů a jejich zdanění v obou zemích .,0,0,TN
gold_doc_0085,gold_doc_0085_target,Už,ADV,"Už v neděli večer se hlava státu omlouvala spoluobčanům za to , jaký dojem aféra zanechala .",0,1,FP
gold_doc_0085,gold_doc_0085_target,neděli,NOUN,"Už v neděli večer se hlava státu omlouvala spoluobčanům za to , jaký dojem aféra zanechala .",0,0,TN
gold_doc_0085,gold_doc_0085_target,večer,ADV,"Už v neděli večer se hlava státu omlouvala spoluobčanům za to , jaký dojem aféra zanechala .",0,0,TN
gold_doc_0085,gold_doc_0085_target,hlava,NOUN,"Už v neděli večer se hlava státu omlouvala spoluobčanům za to , jaký dojem aféra zanechala .",1,1,TP
gold_doc_0085,gold_doc_0085_target,státu,NOUN,"Už v neděli večer se hlava státu omlouvala spoluobčanům za to , jaký dojem aféra zanechala .",0,0,TN
gold_doc_0085,gold_doc_0085_target,omlouvala,VERB,"Už v neděli večer se hlava státu omlouvala spoluobčanům za to , jaký dojem aféra zanechala .",0,1,FP
gold_doc_0085,gold_doc_0085_target,spoluobčanům,NOUN,"Už v neděli večer se hlava státu omlouvala spoluobčanům za to , jaký dojem aféra zanechala .",0,0,TN
gold_doc_0085,gold_doc_0085_target,dojem,NOUN,"Už v neděli večer se hlava státu omlouvala spoluobčanům za to , jaký dojem aféra zanechala .",0,1,FP
gold_doc_0085,gold_doc_0085_target,aféra,NOUN,"Už v neděli večer se hlava státu omlouvala spoluobčanům za to , jaký dojem aféra zanechala .",0,1,FP
gold_doc_0085,gold_doc_0085_target,zanechala,VERB,"Už v neděli večer se hlava státu omlouvala spoluobčanům za to , jaký dojem aféra zanechala .",0,1,FP
gold_doc_0088,gold_doc_0088_target,Růst,NOUN,Růst cen energií se zastavil a nastoupila nová fáze konsolidace trhu .,0,0,TN
gold_doc_0088,gold_doc_0088_target,cen,NOUN,Růst cen energií se zastavil a nastoupila nová fáze konsolidace trhu .,0,0,TN
gold_doc_0088,gold_doc_0088_target,energií,NOUN,Růst cen energií se zastavil a nastoupila nová fáze konsolidace trhu .,0,0,TN
gold_doc_0088,gold_doc_0088_target,zastavil,VERB,Růst cen energií se zastavil a nastoupila nová fáze konsolidace trhu .,0,0,TN
gold_doc_0088,gold_doc_0088_target,nastoupila,VERB,Růst cen energií se zastavil a nastoupila nová fáze konsolidace trhu .,0,0,TN
gold_doc_0088,gold_doc_0088_target,nová,ADJ,Růst cen energií se zastavil a nastoupila nová fáze konsolidace trhu .,0,0,TN
gold_doc_0088,gold_doc_0088_target,fáze,NOUN,Růst cen energií se zastavil a nastoupila nová fáze konsolidace trhu .,0,0,TN
gold_doc_0088,gold_doc_0088_target,konsolidace,NOUN,Růst cen energií se zastavil a nastoupila nová fáze konsolidace trhu .,1,0,FN
gold_doc_0088,gold_doc_0088_target,trhu,NOUN,Růst cen energií se zastavil a nastoupila nová fáze konsolidace trhu .,0,0,TN
gold_doc_0091,gold_doc_0091_target,zjištěn,ADJ,"Byl zjištěn nečekaný případ inkongruence nálezů , které se neshodují .",0,0,TN
gold_doc_0091,gold_doc_0091_target,nečekaný,ADJ,"Byl zjištěn nečekaný případ inkongruence nálezů , které se neshodují .",0,1,FP
gold_doc_0091,gold_doc_0091_target,případ,NOUN,"Byl zjištěn nečekaný případ inkongruence nálezů , které se neshodují .",0,0,TN
gold_doc_0091,gold_doc_0091_target,inkongruence,NOUN,"Byl zjištěn nečekaný případ inkongruence nálezů , které se neshodují .",1,0,FN
gold_doc_0091,gold_doc_0091_target,nálezů,NOUN,"Byl zjištěn nečekaný případ inkongruence nálezů , které se neshodují .",0,0,TN
gold_doc_0091,gold_doc_0091_target,neshodují,VERB,"Byl zjištěn nečekaný případ inkongruence nálezů , které se neshodují .",0,0,TN
gold_doc_0106,gold_doc_0106_target,Muž,NOUN,"Muž vedl mystický život plný záhad a zcela podivných rituálů , jak dokládají spisy .",0,1,FP
gold_doc_0106,gold_doc_0106_target,vedl,VERB,"Muž vedl mystický život plný záhad a zcela podivných rituálů , jak dokládají spisy .",0,1,FP
gold_doc_0106,gold_doc_0106_target,mystický,ADJ,"Muž vedl mystický život plný záhad a zcela podivných rituálů , jak dokládají spisy .",1,1,TP
gold_doc_0106,gold_doc_0106_target,život,NOUN,"Muž vedl mystický život plný záhad a zcela podivných rituálů , jak dokládají spisy .",0,1,FP
gold_doc_0106,gold_doc_0106_target,plný,ADJ,"Muž vedl mystický život plný záhad a zcela podivných rituálů , jak dokládají spisy .",0,1,FP
gold_doc_0106,gold_doc_0106_target,záhad,NOUN,"Muž vedl mystický život plný záhad a zcela podivných rituálů , jak dokládají spisy .",0,1,FP
gold_doc_0106,gold_doc_0106_target,zcela,ADV,"Muž vedl mystický život plný záhad a zcela podivných rituálů , jak dokládají spisy .",0,1,FP
gold_doc_0106,gold_doc_0106_target,podivných,ADJ,"Muž vedl mystický život plný záhad a zcela podivných rituálů , jak dokládají spisy .",0,1,FP
gold_doc_0106,gold_doc_0106_target,rituálů,NOUN,"Muž vedl mystický život plný záhad a zcela podivných rituálů , jak dokládají spisy .",0,1,FP
gold_doc_0106,gold_doc_0106_target,jak,ADV,"Muž vedl mystický život plný záhad a zcela podivných rituálů , jak dokládají spisy .",0,1,FP
gold_doc_0106,gold_doc_0106_target,dokládají,VERB,"Muž vedl mystický život plný záhad a zcela podivných rituálů , jak dokládají spisy .",0,1,FP
gold_doc_0106,gold_doc_0106_target,spisy,NOUN,"Muž vedl mystický život plný záhad a zcela podivných rituálů , jak dokládají spisy .",0,1,FP
gold_doc_0121,gold_doc_0121_target,nalezeny,ADJ,"Byly nalezeny desítky artefaktů , které pocházejí z raného středověku v této oblasti .",0,0,TN
gold_doc_0121,gold_doc_0121_target,desítky,NOUN,"Byly nalezeny desítky artefaktů , které pocházejí z raného středověku v této oblasti .",1,0,FN
gold_doc_0121,gold_doc_0121_target,artefaktů,NOUN,"Byly nalezeny desítky artefaktů , které pocházejí z raného středověku v této oblasti .",0,0,TN
gold_doc_0121,gold_doc_0121_target,pocházejí,VERB,"Byly nalezeny desítky artefaktů , které pocházejí z raného středověku v této oblasti .",0,0,TN
gold_doc_0121,gold_doc_0121_target,raného,ADJ,"Byly nalezeny desítky artefaktů , které pocházejí z raného středověku v této oblasti .",0,0,TN
gold_doc_0121,gold_doc_0121_target,středověku,NOUN,"Byly nalezeny desítky artefaktů , které pocházejí z raného středověku v této oblasti .",0,0,TN
gold_doc_0121,gold_doc_0121_target,oblasti,NOUN,"Byly nalezeny desítky artefaktů , které pocházejí z raného středověku v této oblasti .",0,0,TN
gold_doc_0122,gold_doc_0122_target,Nové,ADJ,"Nové opatření se týká bezmála všech velkých investičních společností , které tu podnikají .",0,0,TN
gold_doc_0122,gold_doc_0122_target,opatření,NOUN,"Nové opatření se týká bezmála všech velkých investičních společností , které tu podnikají .",0,0,TN
gold_doc_0122,gold_doc_0122_target,týká,VERB,"Nové opatření se týká bezmála všech velkých investičních společností , které tu podnikají .",0,0,TN
gold_doc_0122,gold_doc_0122_target,bezmála,ADV,"Nové opatření se týká bezmála všech velkých investičních společností , které tu podnikají .",1,1,TP
gold_doc_0122,gold_doc_0122_target,velkých,ADJ,"Nové opatření se týká bezmála všech velkých investičních společností , které tu podnikají .",0,0,TN
